"isPrimaryTopicOf","abbreviation","alternativeName","commonName","familyName","givenName","nick","surname","formerName","longName","dboName","originalName","label","foafName","alias"
"http://pt.wikipedia.org/wiki/Super_Junior-T","","","","","","SJ-T, SuJu-T","","","","","","Super Junior-T","Super Junior-T;;슈퍼주니어-티",""
"http://pt.wikipedia.org/wiki/Polícia_Militar_de_Santa_Catarina","","","","","","PMSC","","","","","","Polícia Militar de Santa Catarina","Polícia Militar de Santa Catarina",""
"http://pt.wikipedia.org/wiki/Sunset_Football_Club","","","","","","","","","","","","Sunset Football Club","Sunset Football Club",""
"http://pt.wikipedia.org/wiki/Lusa_(agência_de_notícias)","","","","","","","","","","","","Lusa (agência de notícias)","Agência de Notícias de Portugal, S.A.;;Lusa",""
"http://pt.wikipedia.org/wiki/B4U-ACT","","","","","","","","","","","","B4U-ACT","B4U-ACT",""
"http://pt.wikipedia.org/wiki/As_Cities_Burn","","","","","","","","","","","","As Cities Burn","As Cities Burn",""
"http://pt.wikipedia.org/wiki/Made_in_Mexico","","","","","","","","","","","","Made in Mexico","Made in Mexico",""
"http://pt.wikipedia.org/wiki/Paedophile_Information_Exchange","","","","","","","","","","","","Paedophile Information Exchange","Paedophile Information Exchange",""
"http://pt.wikipedia.org/wiki/S_Club_7","","","","","","","","","","","","S Club 7","S Club 7",""
"http://pt.wikipedia.org/wiki/Towarzystwo_Sportowe_Podbeskidzie_Bielsko-Biała","","","","","","Górale (Highlanders), TSP, Ceramed","","","","","","Towarzystwo Sportowe Podbeskidzie Bielsko-Biała","Podbeskidzie Bielsko-Biała;;Towarzystwo Sportowe",""
"http://pt.wikipedia.org/wiki/Radio_Mania","","","","","","","","","","","","Radio Mania","Radio Mania",""
"http://pt.wikipedia.org/wiki/Partido_Social_Democrata_Cristão","","","","","","","","","","","","Partido Social Democrata Cristão","Partido Social Democrata Cristão",""
"http://pt.wikipedia.org/wiki/The_Confusions","","","","","","","","","","","","The Confusions","The Confusions",""
"http://pt.wikipedia.org/wiki/Universidade_Nacional_de_Educação_de_Cheongju","","","","","","","","","","","","Universidade Nacional de Educação de Cheongju","Universidade Nacional de Educação de Cheongju",""
"http://pt.wikipedia.org/wiki/Association_Sportive_pour_le_Développement_Irréversible_du_Football","","","","","","","","","","","","Association Sportive pour le Développement Irréversible du Football","Association Sportive pour le Développement Irréversible du Football",""
"http://pt.wikipedia.org/wiki/Miss_Paraná","","","","","","","","","","","","Miss Paraná","Miss Paraná",""
"http://pt.wikipedia.org/wiki/Associação_Portuguesa_dos_Amigos_dos_Caminhos_de_Ferro","APAC","","","","","","","","","","","Associação Portuguesa dos Amigos dos Caminhos de Ferro","Associação Portuguesa dos Amigos dos Caminhos de Ferro",""
"http://pt.wikipedia.org/wiki/Electrolux","","","","","","","","","","","","Electrolux","",""
"http://pt.wikipedia.org/wiki/Nasum","","","","","","","","","","","","Nasum","Nasum",""
"http://pt.wikipedia.org/wiki/Doosan","","","","","","","","","","","","Doosan","Doosan Group",""
"http://pt.wikipedia.org/wiki/Guarani_Saltense_Atlético_Clube","","","","","","","","","","","","Guarani Saltense Atlético Clube","Guarani Saltense Atletico Clube",""
"http://pt.wikipedia.org/wiki/5._Unterseebootsflottille","","","","","","","","","","","","5. Unterseebootsflottille","5. Unterseebootsflottille",""
"http://pt.wikipedia.org/wiki/Confederação_Brasileira_de_Ginástica","","","","","","","","","","","","Confederação Brasileira de Ginástica","Confederação Brasileira de Ginástica",""
"http://pt.wikipedia.org/wiki/Associação_Desportiva_Centro_Olímpico","","","","","","","","","","","","Associação Desportiva Centro Olímpico","Centro Olímpico",""
"http://pt.wikipedia.org/wiki/The_Crazy_World_of_Arthur_Brown","","","","","","","","","","","","The Crazy World of Arthur Brown","The Crazy World of Arthur Brown",""
"http://pt.wikipedia.org/wiki/Blood_Circus","","","","","","","","","","","","Blood Circus","Blood Circus",""
"http://pt.wikipedia.org/wiki/Faculdade_de_Tecnologia_de_Garça","","","","","","FATEC GARÇA","","","","","","Faculdade de Tecnologia de Garça","Faculdade de Tecnologia de Garça",""
"http://pt.wikipedia.org/wiki/Football_Club_de_Martigues","","","","","","FCM","","","","","","Football Club de Martigues","Martigues",""
"http://pt.wikipedia.org/wiki/Clube_Atlético_Tricordiano","","","","","","CAT;;Galo de Três Corações","","","","","","Clube Atlético Tricordiano","Tricordiano",""
"http://pt.wikipedia.org/wiki/The_O.C._Supertones","","","","","","","","","","","","The O.C. Supertones","The O.C. Supertones",""
"http://pt.wikipedia.org/wiki/Lenoxx","","","","","","","","","","","","Lenoxx","Lenoxx Sound",""
"http://pt.wikipedia.org/wiki/American_Video_Entertainment","","","","","","","","","","","","American Video Entertainment","American Video Entertainment",""
"http://pt.wikipedia.org/wiki/CEU_Jaçanã","","","","","","","","","","","","CEU Jaçanã","Centro Educacional Unificado Jaçanã",""
"http://pt.wikipedia.org/wiki/Royal_Engineers_Association_Football_Club","","","","","","","","","","","","Royal Engineers Association Football Club","Royal Engineers Association Football Club.;;Royal Engineers.",""
"http://pt.wikipedia.org/wiki/Microsoft_Mobile","","","","","","","","","","","","Microsoft Mobile","Microsoft Mobile;;Microsoft Mobile Oy",""
"http://pt.wikipedia.org/wiki/Divididos","","","","","","","","","","","","Divididos","Divididos",""
"http://pt.wikipedia.org/wiki/14.ª_Divisão_(Japão)","","","","","","","","","","","","14.ª Divisão (Japão)","14ª Divisão de Infantaria",""
"http://pt.wikipedia.org/wiki/The_Saints","","","","","","","","","","","","The Saints","The Saints",""
"http://pt.wikipedia.org/wiki/Tenente_Cascavel","","","","","","","","","","","","Tenente Cascavel","TeNenTe Cascavel",""
"http://pt.wikipedia.org/wiki/Suzano_Futebol_Clube","","","","","","Suzaninho","","","","","","Suzano Futebol Clube","Suzano",""
"http://pt.wikipedia.org/wiki/Innovation_Point","","","","","","","","","","","","Innovation Point","Innovation Point",""
"http://pt.wikipedia.org/wiki/A.D.L._122","","","","","","","","","","","","A.D.L. 122","A.D.L. 122",""
"http://pt.wikipedia.org/wiki/ZAP_(operadora)","","","","","","","","","","","","ZAP (operadora)","ZAP",""
"http://pt.wikipedia.org/wiki/São_Cristóvão_de_Futebol_e_Regatas","","","","","","Cadetes, Tóvão, São Cri Cri","","","","","","São Cristóvão de Futebol e Regatas","São Cristóvão",""
"http://pt.wikipedia.org/wiki/Machado_Meyer","","","","","","","","","","","","Machado Meyer","Machado Meyer Sendacz Opice",""
"http://pt.wikipedia.org/wiki/Athletic_Club_Ajaccien","","","","","","L'ours","","","","","","Athletic Club Ajaccien","AC Ajaccio;;Athletic Club Ajaccien",""
"http://pt.wikipedia.org/wiki/Unión_Deportiva_Salamanca","","","","","","Charros, Unionistas, La Unión","","","","","","Unión Deportiva Salamanca","Salamanca;;Unión Deportiva Salamanca",""
"http://pt.wikipedia.org/wiki/Vomitory","","","","","","","","","","","","Vomitory","Vomitory",""
"http://pt.wikipedia.org/wiki/Télé_Monte_Carlo","","","","","","","","","","","","Télé Monte Carlo","TMC",""
"http://pt.wikipedia.org/wiki/SV_Spakenburg","","","","","","","","","","","","SV Spakenburg","Spakenburg;;Sportvereniging Spakenburg",""
"http://pt.wikipedia.org/wiki/Queen's_College_(Londres)","","","","","","","","","","","","Queen's College (Londres)","",""
"http://pt.wikipedia.org/wiki/Gêmeas_Nete","","","","","","La gemelle Nete","","","","","","Gêmeas Nete","Gêmeas Nete",""
"http://pt.wikipedia.org/wiki/Tower_of_Power","","","","","","","","","","","","Tower of Power","Tower of Power",""
"http://pt.wikipedia.org/wiki/Fatah","","","","","","","","فتح","","","","Fatah","Fatah",""
"http://pt.wikipedia.org/wiki/Olímpia_Futebol_Clube","","","","","","OFC","","","","","","Olímpia Futebol Clube","Olímpia",""
"http://pt.wikipedia.org/wiki/Futbolniy_Klub_Alay","","","","","","","","","","","","Futbolniy Klub Alay","FK Alay Osh",""
"http://pt.wikipedia.org/wiki/Brazsat_Futebol_Clube","","","","","","","","","","","","Brazsat Futebol Clube","Brazsat",""
"http://pt.wikipedia.org/wiki/Tap_Boys","","","","","","","","","","","","Tap Boys","Tap Boys",""
"http://pt.wikipedia.org/wiki/Litoral_Rio_Transportes","","","","","","","","","","","","Litoral Rio Transportes","Litoral Rio Transportes",""
"http://pt.wikipedia.org/wiki/TV_Vilhena","","","","","","","","","","","","TV Vilhena","TV Vilhena",""
"http://pt.wikipedia.org/wiki/Itapipoca_Esporte_Clube","","","","","","Moleque Travesso","","","","","","Itapipoca Esporte Clube","Itapipoca;;Itapipoca Esporte Clube",""
"http://pt.wikipedia.org/wiki/Lucélia_Futebol_Clube","","","","","","","","","","","","Lucélia Futebol Clube","Lucélia F.C.;;Lucélia Futebol Clube",""
"http://pt.wikipedia.org/wiki/Rainha_Portuguesa_do_Café","","","","","","","","","","","","Rainha Portuguesa do Café","Rainha Portuguesa do Café",""
"http://pt.wikipedia.org/wiki/FC_Slavia-Mozyr","","","","","","","","","","","","FC Slavia-Mozyr","Football Club Slavia-Mozyr;;Slavia-Mozyr",""
"http://pt.wikipedia.org/wiki/Breiðablik_UBK","","","","","","","","","","","","Breiðablik UBK","Breiðablik;;Breiðablik, ungmennafélag",""
"http://pt.wikipedia.org/wiki/Ross_University","","","","","","","","","","","","Ross University","Ross University",""
"http://pt.wikipedia.org/wiki/Metalmorphose","","","","","","","","","","","","Metalmorphose","Metalmorphose",""
"http://pt.wikipedia.org/wiki/No_Milk_Today","","","","","","","","","","","","No Milk Today","No Milk Today",""
"http://pt.wikipedia.org/wiki/Nova_Geração_do_Estácio","","","","","","","","","","","","Nova Geração do Estácio","Nova Geração do Estácio",""
"http://pt.wikipedia.org/wiki/Grupo_Desportivo_Sourense","","","","","","Canarinhos","","","","","","Grupo Desportivo Sourense","GD Sourense",""
"http://pt.wikipedia.org/wiki/Esporte_Clube_Uruguaiana","","","","","","Jaldinegro da Baixada","","","","","","Esporte Clube Uruguaiana","Uruguaiana",""
"http://pt.wikipedia.org/wiki/Real_Club_Celta_de_Vigo","","","","","","''Os Célticos;;O Celtiña;;Os Celestes","","","","","","Real Club Celta de Vigo","Celta de Vigo",""
"http://pt.wikipedia.org/wiki/The_Mist_(banda)","","","","","","","","","","","","The Mist (banda)","The Mist",""
"http://pt.wikipedia.org/wiki/Telesp_Celular","","","","","","","","","","","","Telesp Celular","Telesp Celular",""
"http://pt.wikipedia.org/wiki/Conceição_Atlético_Clube","","","","","","","","","","","","Conceição Atlético Clube","Conceição",""
"http://pt.wikipedia.org/wiki/Partido_Operário_de_Unidade_Socialista","","","","","","","","","","","","Partido Operário de Unidade Socialista","Partido Operário de Unidade Socialista",""
"http://pt.wikipedia.org/wiki/Partido_Comunista_do_Brasil","","","","","","","","","","","","Partido Comunista do Brasil","Partido Comunista do Brasil",""
"http://pt.wikipedia.org/wiki/FC_Vitebsk","","","","","","","","","","","","FC Vitebsk","Football Club Vitebsk;;Vitebsk",""
"http://pt.wikipedia.org/wiki/Universidad_del_Salvador","","","","","","","","","","","","Universidad del Salvador","Universidad del Salvador",""
"http://pt.wikipedia.org/wiki/Futbolniy_Klub_Samurzakan","","","","","","","","","","","","Futbolniy Klub Samurzakan","Futbolniy Klub Samurzakan;;Samurzakan",""
"http://pt.wikipedia.org/wiki/Sporting_de_Barranquilla","","","","","","","","","","","","Sporting de Barranquilla","Sporting Club de Barranquila",""
"http://pt.wikipedia.org/wiki/Graça_Music","","","","","","","","","","","","Graça Music","Graça Music",""
"http://pt.wikipedia.org/wiki/Lone_Star","","","","","","","","","","","","Lone Star","Lone Star",""
"http://pt.wikipedia.org/wiki/Palmeiras_Locomotives","","","","","","","","","","","","Palmeiras Locomotives","Palmeiras Locomotives",""
"http://pt.wikipedia.org/wiki/Skyforger","","","","","","","","","","","","Skyforger","Skyforger",""
"http://pt.wikipedia.org/wiki/Universidade_George_Mason","","","","","","","","","","","","Universidade George Mason","George Mason University;;Universidade George Mason",""
"http://pt.wikipedia.org/wiki/Unione_Sportiva_Salernitana_1919","","","","","","Cavallucci marini (Cavalos-marinhos);;Granata (Grená)","","","","","","Unione Sportiva Salernitana 1919","U.S. Salernitana 1919",""
"http://pt.wikipedia.org/wiki/Carnifex_(banda)","","","","","","","","","","","","Carnifex (banda)","Carnifex",""
"http://pt.wikipedia.org/wiki/Cais_de_Veludo","","","","","","","","","","","","Cais de Veludo","Cais de Veludo",""
"http://pt.wikipedia.org/wiki/Pajama_Party","","","","","","","","","","","","Pajama Party","Pajama Party",""
"http://pt.wikipedia.org/wiki/Tormentor","","","","","","","","","","","","Tormentor","Tormentor",""
"http://pt.wikipedia.org/wiki/Opiate_for_the_Masses","","","","","","","","","","","","Opiate for the Masses","Opiate for the Masses",""
"http://pt.wikipedia.org/wiki/WJZ-TV_(Nova_Iorque)","","","","","","","","","","","","WJZ-TV (Nova Iorque)","WJZ-TV",""
"http://pt.wikipedia.org/wiki/4.ª_Região_Militar","","","","","","4ª RM","","","","","","4.ª Região Militar","4ª Região Militar",""
"http://pt.wikipedia.org/wiki/Universidade_Hongik","","","","","","","","","","","","Universidade Hongik","Universidade Hongik;;홍익대학교",""
"http://pt.wikipedia.org/wiki/Karlslunds_Idrottsförening_Herrfotbollklubb","","","","","","","","","","","","Karlslunds Idrottsförening Herrfotbollklubb","Karlslunds IF HFK;;Karlslunds Idrottsförening HFK",""
"http://pt.wikipedia.org/wiki/Logistema","","","","","","","","","","","","Logistema","LOGISTEMA - Consultores de Logística, S.A.",""
"http://pt.wikipedia.org/wiki/Bohêmios_da_Cinelândia","","","","","","","","","","","","Bohêmios da Cinelândia","Bohêmios da Cinelândia",""
"http://pt.wikipedia.org/wiki/Movimento_Internacional_em_Defesa_dos_Animais","","","","","","","","","","","","Movimento Internacional em Defesa dos Animais","Movimento Internacional em Defesa dos Animais",""
"http://pt.wikipedia.org/wiki/Sirius_Canada","","","","","","","","","","","","Sirius Canada","Sirius Canada",""
"http://pt.wikipedia.org/wiki/John_F._Kennedy_School_of_Government","","","","","","","","","","","","John F. Kennedy School of Government","",""
"http://pt.wikipedia.org/wiki/Roberta_Kelly","","","","","","","","","","","","Roberta Kelly","",""
"http://pt.wikipedia.org/wiki/Alianza_Fútbol_Club_(El_Salvador)","","","","","","Albos;;La Orquesta Blanca;;Paquidermos","","","","","","Alianza Fútbol Club (El Salvador)","Alianza Fútbol Club",""
"http://pt.wikipedia.org/wiki/Seven_Network","","","","","","","","","","","","Seven Network","Seven Network",""
"http://pt.wikipedia.org/wiki/Partido_Socialista_Revolucionário","","","","","","","","","","","","Partido Socialista Revolucionário","Partido Socialista Revolucionário",""
"http://pt.wikipedia.org/wiki/Sociedade_Esportiva_e_Recreativa_Chapadão","","","","","","SERC, Tricolor","","","","","","Sociedade Esportiva e Recreativa Chapadão","SERC/Chapadão;;Sociedade Esportiva e Recreativa Chapadão",""
"http://pt.wikipedia.org/wiki/Companhia_Siderúrgica_Paulista","","","","","","","","","","","","Companhia Siderúrgica Paulista","Companhia Siderúrgica Paulista",""
"http://pt.wikipedia.org/wiki/LXXX_Corpo_de_Exército_(Alemanha)","","","","","","LXXX. AK","","","","","","LXXX Corpo de Exército (Alemanha)","LXXX. Armeekorps",""
"http://pt.wikipedia.org/wiki/Associação_de_Karate_de_Portugal","","","","","","","","","","","","Associação de Karate de Portugal","Associação de Karate de Portugal",""
"http://pt.wikipedia.org/wiki/Club_de_Fútbol_Monterrey","","","","","","Los Rayados","","","","","","Club de Fútbol Monterrey","Club de Fútbol Monterrey;;Monterrey",""
"http://pt.wikipedia.org/wiki/Grupo_Educacional_Uninter","","","","","","","","","","","","Grupo Educacional Uninter","Centro Integrado de Educação Ciência e Tecnologia S/S Ltda.;;Uninter",""
"http://pt.wikipedia.org/wiki/Sociedade_Esportiva_Kindermann","","","","","","","","","","","","Sociedade Esportiva Kindermann","Kindermann",""
"http://pt.wikipedia.org/wiki/River_Atlético_Clube","","","","","","Galo Carijó;;O Eterno Campeão;;O Maior do Piauí;;Tricolor Mafrense","","","","","","River Atlético Clube","River",""
"http://pt.wikipedia.org/wiki/Rádio_Emissora_da_Barra","","","","","","","","","","","","Rádio Emissora da Barra","Rádio Emissora da Barra;;Rádio Emissora da Barra Ltda.",""
"http://pt.wikipedia.org/wiki/Hoje_(banda)","","","","","","","","","","","","Hoje (banda)","Hoje",""
"http://pt.wikipedia.org/wiki/Boinas_Verdes","","","","","","","","","","","","Boinas Verdes","Boinas Verdes",""
"http://pt.wikipedia.org/wiki/Rede_Opinião","","","","","","","","","","","","Rede Opinião","Rede Opinião",""
"http://pt.wikipedia.org/wiki/Amen_Corner","","","","","","","","","","","","Amen Corner","Amen Corner",""
"http://pt.wikipedia.org/wiki/Heltah_Skeltah","","","","","","Sparsky & Dutch","","","","","","Heltah Skeltah","Heltah Skeltah",""
"http://pt.wikipedia.org/wiki/Johor_Darul_Ta'zim_Football_Club","","","","","","Southern Tigers (Tigres do Sul)","","","","","","Johor Darul Ta'zim Football Club","(Johor Darul Ta'zim Futebol Clube);;Johor Darul Ta'zim;;Johor Darul Ta'zim F.C.",""
"http://pt.wikipedia.org/wiki/Fox_International_Channels_Portugal","","","","","","","","","","","","Fox International Channels Portugal","Fox International Channels Portugal",""
"http://pt.wikipedia.org/wiki/Crosby,_Stills,_Nash_&_Young","","","","","","","","","","","","Crosby, Stills, Nash & Young","Crosby, Stills, Nash & Young",""
"http://pt.wikipedia.org/wiki/SNF_Floerger","","","","","","","","","","","","SNF Floerger","SNF Floerger",""
"http://pt.wikipedia.org/wiki/The_Fevers","","","","","","","","","","","","The Fevers","The Fevers",""
"http://pt.wikipedia.org/wiki/Jefferson_Airplane","","","","","","","","","","","","Jefferson Airplane","Jefferson Airplane",""
"http://pt.wikipedia.org/wiki/Princesa_do_Solimões_Esporte_Clube","","","","","","''Tubarão;;Tubarão do Solimões","","","","","","Princesa do Solimões Esporte Clube","Princesa do Solimões;;Princesa do Solimões Esporte Clube",""
"http://pt.wikipedia.org/wiki/Kleine_Optical_Company","","","","","","","","","","","","Kleine Optical Company","Kleine Optical Company",""
"http://pt.wikipedia.org/wiki/Lunafly","","","","","","","","","","","","Lunafly","Lunafly",""
"http://pt.wikipedia.org/wiki/Gendarmeria_Nacional_(Argélia)","","","","","","","","","","","","Gendarmeria Nacional (Argélia)","Gendarmeria Nacional;;ad-Darak al-Watani;;الدرك الوطني",""
"http://pt.wikipedia.org/wiki/Cargo_Music","","","","","","","","","","","","Cargo Music","Cargo Music",""
"http://pt.wikipedia.org/wiki/Polícia_Militar_de_Alagoas","","","","","","PMAL","","","","","","Polícia Militar de Alagoas","Polícia Militar de Alagoas",""
"http://pt.wikipedia.org/wiki/Riverdales","","","","","","","","","","","","Riverdales","Riverdales",""
"http://pt.wikipedia.org/wiki/Eleições_legislativas_regionais_na_Madeira_em_1984","","","","","","","","","","","","Eleições legislativas regionais na Madeira em 1984","",""
"http://pt.wikipedia.org/wiki/The_Sentimentalists","","","","","","","","","","","","The Sentimentalists","The Sentimentalists",""
"http://pt.wikipedia.org/wiki/Murphy's_Law_(banda)","","","","","","","","","","","","Murphy's Law (banda)","Murphy's Law",""
"http://pt.wikipedia.org/wiki/Strands_Idrottsförening","","","","","","","","","","","","Strands Idrottsförening","Strands IF;;Strands Idrottsförening",""
"http://pt.wikipedia.org/wiki/Bass_Brothers","","","","","","","","","","","","Bass Brothers","Bass Brothers",""
"http://pt.wikipedia.org/wiki/Runic","","","","","","","","","","","","Runic","Runic",""
"http://pt.wikipedia.org/wiki/Eleições_gerais_na_Espanha_em_2008","","","","","","","","","","","","Eleições gerais na Espanha em 2008","",""
"http://pt.wikipedia.org/wiki/San_Felice_Aversa_Normanna","","","","","","Normanni","","","","","","San Felice Aversa Normanna","Aversa Normanna",""
"http://pt.wikipedia.org/wiki/Comando_de_Policiamento_Especializado","","","","","","CPE","","","","","","Comando de Policiamento Especializado","Comando de Policiamento Especializado",""
"http://pt.wikipedia.org/wiki/Drowning_Pool","","","","","","","","","","","","Drowning Pool","Drowning Pool",""
"http://pt.wikipedia.org/wiki/TV_Record_Brasília","","","","","","","","","","","","TV Record Brasília","TV Record Brasília",""
"http://pt.wikipedia.org/wiki/Trio_Los_Angeles","","","","","","","","","","","","Trio Los Angeles","Trio Los Angeles",""
"http://pt.wikipedia.org/wiki/Nakhonratchasima_Mazda_Football_Club","","","","","","","","","","","","Nakhonratchasima Mazda Football Club","Nakhonratchasima Mazda Football Club",""
"http://pt.wikipedia.org/wiki/J.Malucelli_Futebol_S/A","","","","","","Jotinha","","","","","","J.Malucelli Futebol S/A","J.Malucelli",""
"http://pt.wikipedia.org/wiki/Corozal_Football_Club","","","","","","","","","","","","Corozal Football Club","Corozal Football Club",""
"http://pt.wikipedia.org/wiki/Fluminense_Football_Club_(futebol_7)","","","","","","A Máquina Tricolor;;Flu;;Fluzão;;Nense;;Pó-de-Arroz;;Time de Guerreiros;;Tricolor;;Tricolor dasLaranjeiras","","","","","","Fluminense Football Club (futebol 7)","Fluminense",""
"http://pt.wikipedia.org/wiki/Galaxie_500","","","","","","","","","","","","Galaxie 500","Galaxie 500",""
"http://pt.wikipedia.org/wiki/Dogwood","","","","","","","","","","","","Dogwood","Dogwood",""
"http://pt.wikipedia.org/wiki/The_Temper_Trap","","","","","","","","","","","","The Temper Trap","The Temper Trap",""
"http://pt.wikipedia.org/wiki/Piriform_Ltd.","","","","","","","","","","","","Piriform Ltd.","Piriform;;Piriform Limited",""
"http://pt.wikipedia.org/wiki/Esporte_Clube_Tamandaré","","","","","","","","","","","","Esporte Clube Tamandaré","Tamandaré",""
"http://pt.wikipedia.org/wiki/União_da_Colina","","","","","","","","","","","","União da Colina","União da Colina",""
"http://pt.wikipedia.org/wiki/Portadown_Football_Club","","","","","","The ""Ports""","","","","","","Portadown Football Club","Portadown;;Portadown Football Club",""
"http://pt.wikipedia.org/wiki/NK_Istra_1961","","","","","","Verudeži, zeleno-žuti","","","","","","NK Istra 1961","Istra 1961",""
"http://pt.wikipedia.org/wiki/TV_Rio_Branco","","","","","","","","","","","","TV Rio Branco","SBT Rio Branco",""
"http://pt.wikipedia.org/wiki/Twisted_Sister","","","","","","","","","","","","Twisted Sister","Twisted Sister",""
"http://pt.wikipedia.org/wiki/Club_Atlético_Chalaco","","","","","","El Leon Porteño;;La Furia Chalaca","","","","","","Club Atlético Chalaco","Atlético Chalaco",""
"http://pt.wikipedia.org/wiki/Miss_Terra","","","","","","","","","","","","Miss Terra","Miss Terra",""
"http://pt.wikipedia.org/wiki/Nega_Network","","","","","","","","","","","","Nega Network","Nega Network;;내가네트워크",""
"http://pt.wikipedia.org/wiki/Beat_Happening","","","","","","","","","","","","Beat Happening","Beat Happening",""
"http://pt.wikipedia.org/wiki/KLB","","","","","","","","","","","","KLB","KLB",""
"http://pt.wikipedia.org/wiki/RGB_Entertainment","","","","","","","","","","","","RGB Entertainment","RGB Entertainment",""
"http://pt.wikipedia.org/wiki/The_Music","","","","","","","","","","","","The Music","The Music",""
"http://pt.wikipedia.org/wiki/Câmbio_Negro","","","","","","","","","","","","Câmbio Negro","Câmbio Negro",""
"http://pt.wikipedia.org/wiki/Bobo_Sport","","","","","","","","","","","","Bobo Sport","Bobo Sport",""
"http://pt.wikipedia.org/wiki/Partido_Operário_Social-Democrata_Russo","","","","","","","","Росси́йская Социа́л-Демократи́ческая Рабо́чая Па́ртия","","","","Partido Operário Social-Democrata Russo","Partido Operário Social-Democrata Russo",""
"http://pt.wikipedia.org/wiki/Kristiansund_BK","","","","","","","","","","","","Kristiansund BK","Kristiansund;;Kristiansund BK",""
"http://pt.wikipedia.org/wiki/Congregação_dos_Irmãos_da_Misericórdia_de_Maria_Auxiliadora","F.M.M.A","","","","","","","","","","","Congregação dos Irmãos da Misericórdia de Maria Auxiliadora","Congregação dos Irmãos da Misericórdia de Maria Auxiliadora",""
"http://pt.wikipedia.org/wiki/The_Pokémon_Company","","","","","","","","","","","","The Pokémon Company","A Companhia Pokémon Internacional;;株式会社ポケモン",""
"http://pt.wikipedia.org/wiki/Ramones","","","","","","","","","","","","Ramones","Ramones",""
"http://pt.wikipedia.org/wiki/Oppo","","","","","","","","","","","","Oppo","OPPO",""
"http://pt.wikipedia.org/wiki/Koninklijke_Voetbal_Club_Westerlo","","","","","","De Kempeneers","","","","","","Koninklijke Voetbal Club Westerlo","KVC Westerlo;;Koninklijke Voetbal Club Westerlo",""
"http://pt.wikipedia.org/wiki/União_Nacional_de_Cidadãos_Éticos","","","","","","","","(dissidênciadoPartido Colorado);;Ex - União Nacional de Colorados Éticos","","","","União Nacional de Cidadãos Éticos","União Nacional de Cidadãos Éticos",""
"http://pt.wikipedia.org/wiki/The_SeeYa","","","","","","","","","","","","The SeeYa","The SeeYa;;더 씨야",""
"http://pt.wikipedia.org/wiki/Imperatriz_do_Sol","","","","","","","","","","","","Imperatriz do Sol","Imperatriz do Sol",""
"http://pt.wikipedia.org/wiki/Silures_Bobo-Dioulasso","","","","","","","","","","","","Silures Bobo-Dioulasso","Silures Bobo-Dioulasso",""
"http://pt.wikipedia.org/wiki/Servant_(banda)","","","","","","","","","","","","Servant (banda)","Servant",""
"http://pt.wikipedia.org/wiki/Alpha_United_Football_Club","","","","","","","","","","","","Alpha United Football Club","Alpha United FC;;Alpha United Football Club",""
"http://pt.wikipedia.org/wiki/Bahia_FM","","","","","","","","","","","","Bahia FM","Bahia FM;;Radio FM Bahia Sol Ltda. (Salvador).;;Rádio Meridional da Bahia Ltda. (Itabuna).",""
"http://pt.wikipedia.org/wiki/Mais_algarve","","","","","","","","","","","","Mais algarve","AMAR - Associação Mais Algarve Rádio;;Mais Algarve - Rádio Online",""
"http://pt.wikipedia.org/wiki/Rio_Branco_de_Andradas_Futebol_Clube","","","","","","Azulão da Mantiqueira, O Mais Querido","","","","","","Rio Branco de Andradas Futebol Clube","Rio Branco",""
"http://pt.wikipedia.org/wiki/Strikers","","","","","","","","","","","","Strikers","Strikers",""
"http://pt.wikipedia.org/wiki/PianOrquestra","","","","","","","","","","","","PianOrquestra","PianOrquestra",""
"http://pt.wikipedia.org/wiki/Platense_Football_Club","","","","","","Escualos;;Los Selacios;;Los Tiburones Blancos","","","","","","Platense Football Club","Platense",""
"http://pt.wikipedia.org/wiki/Mtume","","","","","","","","","","","","Mtume","Mtume",""
"http://pt.wikipedia.org/wiki/Rádio_Mirante_FM","","","","","","","","","","","","Rádio Mirante FM","Rádio Mirante FM;;Rádio Mirante do Maranhão Ltda.",""
"http://pt.wikipedia.org/wiki/Soul_II_Soul","","","","","","","","","","","","Soul II Soul","Soul II Soul",""
"http://pt.wikipedia.org/wiki/Monte_Zion","","","","","","","","","","","","Monte Zion","Monte Zion",""
"http://pt.wikipedia.org/wiki/Botafogo_Reptiles","","","","","","","","","","","","Botafogo Reptiles","Reptiles",""
"http://pt.wikipedia.org/wiki/RedOctane","","","","","","","","","","","","RedOctane","RedOctane",""
"http://pt.wikipedia.org/wiki/38_Special","","","","","","","","","","","","38 Special","38 Special",""
"http://pt.wikipedia.org/wiki/Grupo_Evangelista","","","","","","","","","","","","Grupo Evangelista","Grupo Evangelista",""
"http://pt.wikipedia.org/wiki/Base_Naval_(Suécia)","","","","","","","","","","","","Base Naval (Suécia)","",""
"http://pt.wikipedia.org/wiki/Pega_no_Samba","","","","","","","","","","","","Pega no Samba","Pega no Samba",""
"http://pt.wikipedia.org/wiki/Arubaanse_Sport_Vereniging_River_Plate","","","","","","","","","","","","Arubaanse Sport Vereniging River Plate","Arubaanse Sport Vereniging River Plate",""
"http://pt.wikipedia.org/wiki/Belanova","","","","","","","","","","","","Belanova","Belanova",""
"http://pt.wikipedia.org/wiki/Monolith_Productions","","","","","","","","","","","","Monolith Productions","Monolith Productions Inc.",""
