"isPrimaryTopicOf","abbreviation","alternativeName","commonName","familyName","givenName","nick","surname","formerName","longName","dboName","originalName","label","foafName","alias"
"http://pt.wikipedia.org/wiki/Kampot_Province","","","","","","","","","","","","Kampot Province","Kampot Province",""
"http://pt.wikipedia.org/wiki/Confiança_Atlético_Clube","","","","","","","","","","","","Confiança Atlético Clube","Confiança",""
"http://pt.wikipedia.org/wiki/Wickbold","","","","","","","","","","","","Wickbold","Wickbold",""
"http://pt.wikipedia.org/wiki/Caja_de_Extremadura","","","","","","","","","","","","Caja de Extremadura","Caja de Extremadura",""
"http://pt.wikipedia.org/wiki/Iran_Khodro","","","","","","","","","","","","Iran Khodro","Iran Khodro Company",""
"http://pt.wikipedia.org/wiki/Viação_Mirante","","","","","","","","","","","","Viação Mirante","Viação Mirante LTDA.",""
"http://pt.wikipedia.org/wiki/Sport_Club_Luzitano","","","","","","","","","","","","Sport Club Luzitano","Luzitano;;Sport Club Luzitano",""
"http://pt.wikipedia.org/wiki/Albirex_Niigata","","","","","","Albi","","","","","","Albirex Niigata","Albirex Niigata",""
"http://pt.wikipedia.org/wiki/Flamurtari_Vlorë","","","","","","Flota Kuqezi","","","","","","Flamurtari Vlorë","Flamurtari Vlorë;;Klubi Sportiv Flamurtari Vlorë",""
"http://pt.wikipedia.org/wiki/DeLorean_Motor_Company","","","","","","","","","","","","DeLorean Motor Company","DeLorean Motor Company",""
"http://pt.wikipedia.org/wiki/Cash_Money_Records","","","","","","","","","","","","Cash Money Records","Cash Money Records",""
"http://pt.wikipedia.org/wiki/Chain_Reaction","","","","","","","","","","","","Chain Reaction","Chain Reaction",""
"http://pt.wikipedia.org/wiki/The_Blasters","","","","","","","","","","","","The Blasters","The Blasters",""
"http://pt.wikipedia.org/wiki/07_Vestur","","","","","","","","","","","","07 Vestur","07 Vestur",""
"http://pt.wikipedia.org/wiki/Belgacom","","","","","","","","","","","","Belgacom","Belgacom Group;;Belgacom S.A.",""
"http://pt.wikipedia.org/wiki/Infinite_H","","","","","","","","","","","","Infinite H","Infinite H",""
"http://pt.wikipedia.org/wiki/Rádio_Rauland_FM","","","","","","","","","","","","Rádio Rauland FM","RAULAND BELEM SOM LTDA;;Rádio Rauland FM",""
"http://pt.wikipedia.org/wiki/RWE","","","","","","","","","","","","RWE","RWE AG",""
"http://pt.wikipedia.org/wiki/Ypiranga_Futebol_Clube_(São_Francisco_do_Sul)","","","","","","","","","","","","Ypiranga Futebol Clube (São Francisco do Sul)","Ypiranga;;Ypiranga Futebol Clube",""
"http://pt.wikipedia.org/wiki/Liga_Tatuiana_de_Futebol","","","","","","","","","","","","Liga Tatuiana de Futebol","Liga Tatuiana de Futebol",""
"http://pt.wikipedia.org/wiki/Kill_Hannah","","","","","","","","","","","","Kill Hannah","Kill Hannah",""
"http://pt.wikipedia.org/wiki/Palmeiras_Foot_Ball_Club","","","","","","Rapazes da camisa preta","","","","","","Palmeiras Foot Ball Club","Palmeiras-BH",""
"http://pt.wikipedia.org/wiki/Fonterra","","","","","","","","","","","","Fonterra","Fonterra Co-operative Group Limited",""
"http://pt.wikipedia.org/wiki/Rocket_Juice_and_The_Moon","","","","","","","","","","","","Rocket Juice and The Moon","Rocket Juice & The Moon",""
"http://pt.wikipedia.org/wiki/Universidade_de_Baltimore","","","","","","","","","","","","Universidade de Baltimore","",""
"http://pt.wikipedia.org/wiki/Indochine","","","","","","","","","","","","Indochine","Indochine",""
"http://pt.wikipedia.org/wiki/Instituto_Promundo","","","","","","","","","","","","Instituto Promundo","Instituto Promundo",""
"http://pt.wikipedia.org/wiki/Miss_Ucrânia","","","","","","","","","","","","Miss Ucrânia","Miss Ucrânia",""
"http://pt.wikipedia.org/wiki/FC_Oţelul_Galaţi","","","","","","oţelarii","","","","","","FC Oţelul Galaţi","Oţelul Galaţi",""
"http://pt.wikipedia.org/wiki/Luna_Sea","","","","","","","","","","","","Luna Sea","250px",""
"http://pt.wikipedia.org/wiki/Palmeiras_Esporte_Clube","","","","","","","","","","","","Palmeiras Esporte Clube","Palmeiras",""
"http://pt.wikipedia.org/wiki/Coca-Cola_Brasil","","","","","","","","","","","","Coca-Cola Brasil","Coca-Cola Brasil;;Coca-Cola Indústrias Ltda.",""
"http://pt.wikipedia.org/wiki/Island_Records","","","","","","","","","","","","Island Records","Island Records",""
"http://pt.wikipedia.org/wiki/Story_of_the_Year","","","","","","","","","","","","Story of the Year","Story of the Year",""
"http://pt.wikipedia.org/wiki/Warner_Bros.","","","","","","","","","","","","Warner Bros.","Warner Bros. Entertainment Inc.",""
"http://pt.wikipedia.org/wiki/Football_Club_Baník_Ostrava","","","","","","","","","","","","Football Club Baník Ostrava","Baník",""
"http://pt.wikipedia.org/wiki/Twilightning","","","","","","","","","","","","Twilightning","Twilightning",""
"http://pt.wikipedia.org/wiki/Instituto_Estadual_de_Educação_Cardeal_Pacelli","","","","","","Cardeal Pacelli","","","","","","Instituto Estadual de Educação Cardeal Pacelli","Instituto Estadual de Educação Cardeal Pacelli",""
"http://pt.wikipedia.org/wiki/1._Fußball-Club_Kaiserslautern","","","","","","Die roten Teufel (Diabos Vermelhos)","","","","","","1. Fußball-Club Kaiserslautern","1. Fußball-Club Kaiserslautern e. V.;;Kaiserslautern",""
"http://pt.wikipedia.org/wiki/Los_Twist","","","","","","","","","","","","Los Twist","Los Twist",""
"http://pt.wikipedia.org/wiki/Panamerican_Sports_Network","","","","","","","","","","","","Panamerican Sports Network","PSN TV (Panamerican Sports Network);;centro|frameless|300px|",""
"http://pt.wikipedia.org/wiki/Deportivo_La_Coruña_Brasil_Futebol_Clube","","","","","","","","","","","","Deportivo La Coruña Brasil Futebol Clube","La Coruña",""
"http://pt.wikipedia.org/wiki/O_Bando","","","","","","","","","","","","O Bando","O Bando",""
"http://pt.wikipedia.org/wiki/HBO_2","","","","","","","","","","","","HBO 2","HBO2",""
"http://pt.wikipedia.org/wiki/Griga_United_Football_Club","","","","","","","","","","","","Griga United Football Club","Griga United Football Club",""
"http://pt.wikipedia.org/wiki/União_Desportiva_Abrantina","","","","","","","","","","","","União Desportiva Abrantina","UD Abrantina;;União Desportiva Abrantina",""
"http://pt.wikipedia.org/wiki/Dwarves","","","","","","","","","","","","Dwarves","Dwarves",""
"http://pt.wikipedia.org/wiki/Sebrae_Alagoas","Sebrae AL","","","","","","","","","","","Sebrae Alagoas","Serviço de Apoio às Micro e Pequenas Empresas em Alagoas",""
"http://pt.wikipedia.org/wiki/TV_SAT","","","","","","","","","","","","TV SAT","TV SAT",""
"http://pt.wikipedia.org/wiki/Venus_(canal_de_televisão)","","","","","","","","","","","","Venus (canal de televisão)","Venus",""
"http://pt.wikipedia.org/wiki/Quinta_Frota_dos_Estados_Unidos","","","","","","","","","","","","Quinta Frota dos Estados Unidos","Quinta Frota dos Estados Unidos",""
"http://pt.wikipedia.org/wiki/Fotbollsclub_Trollhättan","","","","","","","","","","","","Fotbollsclub Trollhättan","FC Trollhättan;;Fotbollsclub Trollhättan",""
"http://pt.wikipedia.org/wiki/11._Unterseebootsflottille","","","","","","","","","","","","11. Unterseebootsflottille","11. Unterseebootsflottille",""
"http://pt.wikipedia.org/wiki/Sociedade_Esportiva_Recreativa_e_Cultural_Brasil","","","","","","Brasilzinho;;Rubro-Verde","","","","","","Sociedade Esportiva Recreativa e Cultural Brasil","",""
"http://pt.wikipedia.org/wiki/Liberal_Democratas_(Reino_Unido)","","","","","","","","Liberal Democrats","","","","Liberal Democratas (Reino Unido)","Liberal Democratas",""
"http://pt.wikipedia.org/wiki/Partido_Municipalista_Brasileiro","","","","","","","","","","","","Partido Municipalista Brasileiro","",""
"http://pt.wikipedia.org/wiki/Club_Deportivo_Deportes_Valdivia","","","","","","Albirrojos;;El Torreón;;Los del Calle Calle;;Valdivianos","","","","","","Club Deportivo Deportes Valdivia","Club Deportivo Deportes Valdivia;;Deportes Valdivia",""
"http://pt.wikipedia.org/wiki/Fernando_&_Sorocaba","","","","","","","","","","","","Fernando & Sorocaba","Fernando & Sorocaba",""
"http://pt.wikipedia.org/wiki/Elite_Model_Look","","","","","","","","","","","","Elite Model Look","Elite Model Look",""
"http://pt.wikipedia.org/wiki/Urdo","","","","","","","","","","","","Urdo","Urdo",""
"http://pt.wikipedia.org/wiki/Rádio_Cidade_FM_(São_Luís)","","","","","","","","","","","","Rádio Cidade FM (São Luís)","Rádio Cidade FM;;Rádio Cidade São Luís Ltda.",""
"http://pt.wikipedia.org/wiki/Mister_Brasil_Tur","","","","","","","","","","","","Mister Brasil Tur","Mister Brasil Tur",""
"http://pt.wikipedia.org/wiki/Sara_Brasil_FM_Florianópolis","","","","","","","","","","","","Sara Brasil FM Florianópolis","Fundação Cultura e Vida;;Sara Brasil",""
"http://pt.wikipedia.org/wiki/Marinha_do_Vietnã","","","","","","HQVNCH (MRV emportuguês);;QDNDVN (MPV emportuguês)","","","","","","Marinha do Vietnã","",""
"http://pt.wikipedia.org/wiki/The_Afters","","","","","","","","","","","","The Afters","The Afters",""
"http://pt.wikipedia.org/wiki/Depapepe","","","","","","","","","","","","Depapepe","DEPAPEPE (デパペペ)",""
"http://pt.wikipedia.org/wiki/Santa_Cruz_Futebol_Clube","","","","","","Clube das Multidões;;Cobra Coral;;O Mais Querido;;Santa;;Santinha;;Tricolor do ArrudaO Terror do Nordeste","","","","","","Santa Cruz Futebol Clube","Santa Cruz",""
"http://pt.wikipedia.org/wiki/Testemunha_Ocular","","","","","","","","","","","","Testemunha Ocular","Testemunha Ocular",""
"http://pt.wikipedia.org/wiki/Lagarto_Esporte_Clube","","","","","","","","","","","","Lagarto Esporte Clube","Lagarto;;Lagarto Esporte Clube",""
"http://pt.wikipedia.org/wiki/GPA","","","","","","","","","","","","GPA","Companhia Brasileira de Distribuição;;GPA",""
"http://pt.wikipedia.org/wiki/Caixa_de_Socorros_D._Pedro_V","","","","","","","","","","","","Caixa de Socorros D. Pedro V","Caixa de Socorros;;D. Pedro V;;Real e Benemérita Sociedade Portuguesa",""
"http://pt.wikipedia.org/wiki/Football_Club_de_Malé","","","","","","","","","","","","Football Club de Malé","Football Club de Malé",""
"http://pt.wikipedia.org/wiki/The_Cheetah_Girls","","","","","","","","","","","","The Cheetah Girls","The Cheetah Girls",""
"http://pt.wikipedia.org/wiki/Esporte_Clube_Internacional","","","","","","Alvi-Rubro;;Diabos Rubros;;Inter-SM","","","","","","Esporte Clube Internacional","Inter de Santa Maria",""
"http://pt.wikipedia.org/wiki/Chulalongkorn_University","","","","","","","","","","","","Chulalongkorn University","Chulalongkorn University",""
"http://pt.wikipedia.org/wiki/SNCF","","","","","","","","","","","","SNCF","SNCF;;Société Nationale des Chemins de fer Français",""
"http://pt.wikipedia.org/wiki/Rapid_Omnisports_de_Menton","","","","","","","","","","","","Rapid Omnisports de Menton","Rapid Omnisports de Menton;;Rapid de Menton",""
"http://pt.wikipedia.org/wiki/The_Prodigy","","","","","","","","","","","","The Prodigy","The Prodigy",""
"http://pt.wikipedia.org/wiki/Leopoldina_Railway_Athletic_Association","","","","","","Ferroviários Leopoldinenses","","","","","","Leopoldina Railway Athletic Association","Leopoldina Railway",""
"http://pt.wikipedia.org/wiki/Futbolniy_Klub_Yertsakhu","","","","","","","","","","","","Futbolniy Klub Yertsakhu","Futbolniy Klub Yertsakhu;;Yertsakhu",""
"http://pt.wikipedia.org/wiki/Instituto_Curitiba_de_Informática","","","","","","","","","","","","Instituto Curitiba de Informática","ICI",""
"http://pt.wikipedia.org/wiki/Al-Nassr_Football_Club","","","","","","O Clube Global","","","","","","Al-Nassr Football Club","Al-Nassr;;Al-Nassr Football Club",""
"http://pt.wikipedia.org/wiki/Os_Virgulóides","","","","","","","","","","","","Os Virgulóides","Os Virgulóides",""
"http://pt.wikipedia.org/wiki/Fußballverein_03_Radolfzell_e.V.","","","","","","","","","","","","Fußballverein 03 Radolfzell e.V.","FC Radolfzell",""
"http://pt.wikipedia.org/wiki/ENPPI_Sports_Club","","","","","","","","","","","","ENPPI Sports Club","ENPPI;;Engineering for the Petroleum &;;Process Industries",""
"http://pt.wikipedia.org/wiki/Hypermarcas","","","","","","","","","","","","Hypermarcas","Hypermarcas;;Hypermarcas S.A.",""
"http://pt.wikipedia.org/wiki/Universidade_da_Flórida_Central","","","","","","","","","","","","Universidade da Flórida Central","Universidade da Flórida Central;;University of Central Florida",""
"http://pt.wikipedia.org/wiki/Torku_Konyaspor_Kulübü","","","","","","Alviverde;;As águias da Anatólia;;Nalçacılar","","","","","","Torku Konyaspor Kulübü","Konyaspor;;Konyaspor Kulübü",""
"http://pt.wikipedia.org/wiki/Colorado_Esporte_Clube","","","","","","Boca Negra","","","","","","Colorado Esporte Clube","Colorado;;Colorado Esporte Clube",""
"http://pt.wikipedia.org/wiki/Persiwa_Wamena","","","","","","The Highlanders","","","","","","Persiwa Wamena","Persiwa Wamena",""
"http://pt.wikipedia.org/wiki/Murderdolls","","","","","","","","","","","","Murderdolls","Murderdolls",""
"http://pt.wikipedia.org/wiki/Rosana_Bronks","","","","","","","","","","","","Rosana Bronks","Rosana Bronks",""
"http://pt.wikipedia.org/wiki/Negritude_Júnior","","","","","","","","","","","","Negritude Júnior","Negritude Júnior",""
"http://pt.wikipedia.org/wiki/Clamor_pelas_Nações","","","","","","","","","","","","Clamor pelas Nações","Clamor pelas Nações",""
"http://pt.wikipedia.org/wiki/Kashiwa_Reysol","","","","","","Sun Kings","","","","","","Kashiwa Reysol","Kashiwa Reysol;;柏レイソル",""
"http://pt.wikipedia.org/wiki/Miss_Finlândia","","","","","","","","","","","","Miss Finlândia","Miss Finlândia",""
"http://pt.wikipedia.org/wiki/Djangos","","","","","","","","","","","","Djangos","Djangos",""
"http://pt.wikipedia.org/wiki/Békéscsaba_1912_Előre","","","","","","","","","","","","Békéscsaba 1912 Előre","Békéscsaba 1912 Előre SE;;Békéscsaba Előre",""
"http://pt.wikipedia.org/wiki/Usina_Hidrelétrica_de_Itaipu","","","","","","","","","","","","Usina Hidrelétrica de Itaipu","Itaipu Binacional",""
"http://pt.wikipedia.org/wiki/Helsingin_Jalkapalloklubi","","","","","","Klubi (O Clube)","","","","","","Helsingin Jalkapalloklubi","HJK",""
"http://pt.wikipedia.org/wiki/Guia_Fácil","","","","","","","","","","","","Guia Fácil","Guia Fácil Comunicação",""
"http://pt.wikipedia.org/wiki/Acidman","","","","","","","","","","","","Acidman","Acidman",""
"http://pt.wikipedia.org/wiki/God_Dethroned","","","","","","","","","","","","God Dethroned","God Dethroned",""
"http://pt.wikipedia.org/wiki/TV_Bandeirantes_Triângulo","","","","","","","","","","","","TV Bandeirantes Triângulo","TV Bandeirantes Triângulo",""
"http://pt.wikipedia.org/wiki/Lunachicks","","","","","","","","","","","","Lunachicks","Lunachicks",""
"http://pt.wikipedia.org/wiki/A_Família","","","","","","","","","","","","A Família","A Família",""
"http://pt.wikipedia.org/wiki/Planeta_Golfinhos_da_Guanabara","","","","","","","","","","","","Planeta Golfinhos da Guanabara","Golfinhos da Guanabara",""
"http://pt.wikipedia.org/wiki/Hap_Kuan","","","","","","","","","","","","Hap Kuan","Hap Kuan",""
"http://pt.wikipedia.org/wiki/Unidos_do_Japuíba","","","","","","","","","","","","Unidos do Japuíba","Unidos do Japuíba",""
"http://pt.wikipedia.org/wiki/Druk_United_Football_Club","","","","","","","","","","","","Druk United Football Club","Druk United;;Druk United Football Club",""
"http://pt.wikipedia.org/wiki/Mohammedan_Sporting_Club","","","","","","","","","","","","Mohammedan Sporting Club","Mohammedan Sporting Club",""
"http://pt.wikipedia.org/wiki/Imagination_(banda)","","","","","","","","","","","","Imagination (banda)","Imagination",""
"http://pt.wikipedia.org/wiki/Feongoongoi","","","","","","","","","","","","Feongoongoi","Feongoongoi",""
"http://pt.wikipedia.org/wiki/Viação_Brazinha","","","","","","","","","","","","Viação Brazinha","Viação Brazinha LTDA.",""
"http://pt.wikipedia.org/wiki/Danger_Danger","","","","","","","","","","","","Danger Danger","Danger Danger",""
"http://pt.wikipedia.org/wiki/Pallokerho-35_Vantaa","","","","","","PK-35","","","","","","Pallokerho-35 Vantaa","PK-35 Vantaa",""
"http://pt.wikipedia.org/wiki/Shas","","","","","","","","ש״ס","","","","Shas","Shas",""
"http://pt.wikipedia.org/wiki/Skunk_Anansie","","","","","","","","","","","","Skunk Anansie","Skunk Anansie",""
"http://pt.wikipedia.org/wiki/Portuguesa_Fútbol_Club","","","","","","Los Rojinegros","","","","","","Portuguesa Fútbol Club","Portuguesa",""
"http://pt.wikipedia.org/wiki/TV_Claret","","","","","","","","","","","","TV Claret","TV Claret",""
"http://pt.wikipedia.org/wiki/TV_Juruena","","","","","","","","","","","","TV Juruena","TV Juruena",""
"http://pt.wikipedia.org/wiki/Universidade_San_Pablo_CEU","","","","","","","","","","","","Universidade San Pablo CEU","Universidade San Pablo CEU",""
"http://pt.wikipedia.org/wiki/Império_da_Cidade_Nova","","","","","","","","","","","","Império da Cidade Nova","Império da Cidade Nova",""
"http://pt.wikipedia.org/wiki/Posto_Emissor_do_Funchal","","","","","","","","","","","","Posto Emissor do Funchal","Posto Emissor de Radiodifusão do Funchal, L.da;;Posto Emissor do Funchal",""
"http://pt.wikipedia.org/wiki/Palma's_Gang","","","","","","","","","","","","Palma's Gang","Palma's Gang",""
"http://pt.wikipedia.org/wiki/393ª_Divisão_de_Infantaria_(Alemanha)","","","","","","393. ID","","","","","","393ª Divisão de Infantaria (Alemanha)","393. Infanterie-Division",""
"http://pt.wikipedia.org/wiki/Johnny_Rockets","","","","","","","","","","","","Johnny Rockets","Johnny Rockets",""
