"isPrimaryTopicOf","abbreviation","alternativeName","commonName","familyName","givenName","nick","surname","formerName","longName","dboName","originalName","label","foafName","alias"
"http://pt.wikipedia.org/wiki/Rádio_Difusora_AM_(Teresina)","","","","","","","","","","","","Rádio Difusora AM (Teresina)","Rádio Difusora de Teresina AM;;Rádio Difusora de Teresina AM Ltda.",""
"http://pt.wikipedia.org/wiki/Santa_Maria_Soldiers","","","","","","","","","","","","Santa Maria Soldiers","Soldiers",""
"http://pt.wikipedia.org/wiki/Estácio_de_Sá_(escola_de_samba)","","","","","","","","","","","","Estácio de Sá (escola de samba)","Estácio de Sá",""
"http://pt.wikipedia.org/wiki/MxPx","","","","","","","","","","","","MxPx","MxPx",""
"http://pt.wikipedia.org/wiki/Faculdade_Campo_Limpo_Paulista","","","","","","FACCAMP","","","","","","Faculdade Campo Limpo Paulista","Faculdade Campo Limpo Paulista",""
"http://pt.wikipedia.org/wiki/Jota_Quest","","","","","","","","","","","","Jota Quest","Jota Quest",""
"http://pt.wikipedia.org/wiki/Rádio_Globo_Recife","","","","","","","","","","","","Rádio Globo Recife","Diários Associados  sistema opinião de comunicação grupo globo  Rádio Clube de Pernambuco S.A.;;Rádio Globo Recife",""
"http://pt.wikipedia.org/wiki/Sport_Club_Internacional_(Mato_Grosso)","","","","","","","","","","","","Sport Club Internacional (Mato Grosso)","Internacional;;Sport Club Internacional",""
"http://pt.wikipedia.org/wiki/Companhia_das_Letras","","","","","","","","","","","","Companhia das Letras","Companhia das Letras",""
"http://pt.wikipedia.org/wiki/Frente_Nacional_(1980)","","","","","","","","","","","","Frente Nacional (1980)","Frente Nacional",""
"http://pt.wikipedia.org/wiki/Nestlé","","","","","","","","","","","","Nestlé","Nestlé S.A.",""
"http://pt.wikipedia.org/wiki/Jovem_Pan_FM_Osório","","","","","","","","Rádio Litoral FM (1982-1994)","","","","Jovem Pan FM Osório","Jovem Pan FM Osório;;Rádio Litoral Ltda.",""
"http://pt.wikipedia.org/wiki/Futbolniy_Klub_Shakhter","","","","","","","","","","","","Futbolniy Klub Shakhter","Futbolniy Klub Shakhter;;Shakhter",""
"http://pt.wikipedia.org/wiki/Clube_de_Futebol_União_de_Coimbra","","","","","","","","","","","","Clube de Futebol União de Coimbra","Clube Futebol União de Coimbra;;União de Coimbra",""
"http://pt.wikipedia.org/wiki/Grêmio_Riograndense_Futebol_Clube","","","","","","Ferrinho","","","","","","Grêmio Riograndense Futebol Clube","Grêmio Riograndense Futebol Clube",""
"http://pt.wikipedia.org/wiki/Lahaina_Kaanapali_and_Pacific_Railroad","","","","","","","","","","","","Lahaina Kaanapali and Pacific Railroad","Lahaina Kaanapali and Pacific Railroad",""
"http://pt.wikipedia.org/wiki/Interscope_Records","","","","","","","","","","","","Interscope Records","Interscope Records",""
"http://pt.wikipedia.org/wiki/KB_Karlskoga_Fotbollförening","","","","","","","","","","","","KB Karlskoga Fotbollförening","KB Karlskoga FF;;KB Karlskoga FF - Fotboll",""
"http://pt.wikipedia.org/wiki/98_Correio_Sat_FM","","","","","","","","","","","","98 Correio Sat FM","98 Correio Sat;;RADIO FM CORREIO LTDA",""
"http://pt.wikipedia.org/wiki/Jonas_Brothers","","","","","","","","","","","","Jonas Brothers","Jonas Brothers",""
"http://pt.wikipedia.org/wiki/Kumifonua","","","","","","","","","","","","Kumifonua","Kumifonua",""
"http://pt.wikipedia.org/wiki/Orapa_Wanderers_Football_Club","","","","","","","","","","","","Orapa Wanderers Football Club","Orapa Wanderers Football Club",""
"http://pt.wikipedia.org/wiki/Esporte_Clube_União_Suzano","","","","","","Leão do Colorado","","","","","","Esporte Clube União Suzano","ECUS",""
"http://pt.wikipedia.org/wiki/The_Narrative","","","","","","","","","","","","The Narrative","The Narrative",""
"http://pt.wikipedia.org/wiki/Violette_Athletic_Club","","","","","","","","","","","","Violette Athletic Club","Violette AC;;Violette Athletic Club",""
"http://pt.wikipedia.org/wiki/ESCOM_United_Football_Club","","","","","","","","","","","","ESCOM United Football Club","ESCOM United Football Club",""
"http://pt.wikipedia.org/wiki/Restaurant_Brands_International","","","","","","","","","","","","Restaurant Brands International","Restaurant Brands International;;Restaurant Brands International Inc.",""
"http://pt.wikipedia.org/wiki/Orsa_Spelmän","","","","","","","","","","","","Orsa Spelmän","Orsa Spelmän",""
"http://pt.wikipedia.org/wiki/One_Night_Only_(banda)","","","","","","","","","","","","One Night Only (banda)","One Night Only",""
"http://pt.wikipedia.org/wiki/World_Wrestling_Association","","","","","","","","","","","","World Wrestling Association","World Wrestling Association",""
"http://pt.wikipedia.org/wiki/The_Sunshine_Underground","","","","","","","","","","","","The Sunshine Underground","The Sunshine Underground",""
"http://pt.wikipedia.org/wiki/Living_in_a_Box","","","","","","","","","","","","Living in a Box","Living in a Box",""
"http://pt.wikipedia.org/wiki/FC_Dordrecht","","","","","","Schapenkoppen","","","","","","FC Dordrecht","Dordrecht;;Football Club Dordrecht",""
"http://pt.wikipedia.org/wiki/Partido_Democrático_(Timor-Leste)","","","","","","","","","","","","Partido Democrático (Timor-Leste)","Partido Democrático (PD)",""
"http://pt.wikipedia.org/wiki/Gera_Samba","","","","","","","","","","","","Gera Samba","Gera Samba",""
"http://pt.wikipedia.org/wiki/Clube_FM_Goiânia","","","","","","","","","","","","Clube FM Goiânia","Clube FM Goiânia",""
"http://pt.wikipedia.org/wiki/Herpa","","","","","","","","","","","","Herpa","Herpa;;Herpa Miniaturmodelle GMBH",""
"http://pt.wikipedia.org/wiki/Vale_S.A.","","","","","","","","","","","","Vale S.A.","VALE;;Vale S.A.",""
"http://pt.wikipedia.org/wiki/SV_Linx","","","","","","","","","","","","SV Linx","SV Linx",""
"http://pt.wikipedia.org/wiki/Tiro_de_Guerra_de_São_Carlos","","","","","","LT 148;;TG/02/035;;TG/043","","","","","","Tiro de Guerra de São Carlos","Linha-de-Tiro-Federal;;Tiro-de-Guerra de São Carlos",""
"http://pt.wikipedia.org/wiki/Ongaku_Gatas","","","","","","","","","","","","Ongaku Gatas","Ongaku Gatas",""
"http://pt.wikipedia.org/wiki/The_Fall_of_Troy","","","","","","","","","","","","The Fall of Troy","The Fall of Troy",""
"http://pt.wikipedia.org/wiki/Unsane","","","","","","","","","","","","Unsane","Unsane",""
"http://pt.wikipedia.org/wiki/Idrottsföreningen_Kamraterna_Sundsvall","","","","","","","","","","","","Idrottsföreningen Kamraterna Sundsvall","IFK Sundsvall",""
"http://pt.wikipedia.org/wiki/Bofoakwa_Tano_Football_Club","","","","","","","","","","","","Bofoakwa Tano Football Club","Bofoakwa Tano Football Club",""
"http://pt.wikipedia.org/wiki/Boca_do_Lobo_Exclusive_Design","","","","","","","","","","","","Boca do Lobo Exclusive Design","Boca do Lobo",""
"http://pt.wikipedia.org/wiki/Gladiator_(banda)","","","","","","","","","","","","Gladiator (banda)","Gladiator",""
"http://pt.wikipedia.org/wiki/Associação_Desportiva_Jaguariúna","","","","","","","","","","","","Associação Desportiva Jaguariúna","Jaguariúna",""
"http://pt.wikipedia.org/wiki/Koparit_Kuopio","","","","","","KPT","","","","","","Koparit Kuopio","Koparit Kuopio;;Kuopion Pallotoverit",""
"http://pt.wikipedia.org/wiki/Avaaz.org","","","","","","","","","","","","Avaaz.org","Avaaz.org",""
"http://pt.wikipedia.org/wiki/Rouge","","","","","","","","","","","","Rouge","Rouge",""
"http://pt.wikipedia.org/wiki/32º_Batalhão_de_Polícia_Militar_(PMERJ)","","","","","","32º BPM","","","","","","32º Batalhão de Polícia Militar (PMERJ)","32º Batalhão de Polícia Militar",""
"http://pt.wikipedia.org/wiki/Ten_Out_of_Tenn","","","","","","","","","","","","Ten Out of Tenn","Ten Out of Tenn",""
"http://pt.wikipedia.org/wiki/WKAQ-AM","","","","","","","","","","","","WKAQ-AM","WKAQ-AM",""
"http://pt.wikipedia.org/wiki/Club_Atlético_Rosario_Central","","","","","","Los Canallas","","","","","","Club Atlético Rosario Central","Rosario",""
"http://pt.wikipedia.org/wiki/Tchakabum","","","","","","","","","","","","Tchakabum","Tchakabum",""
"http://pt.wikipedia.org/wiki/Hüsker_Dü","","","","","","","","","","","","Hüsker Dü","Hüsker Dü",""
"http://pt.wikipedia.org/wiki/Badr_Hormozgan_F.C.","","","","","","","","","","","","Badr Hormozgan F.C.","Badr Hormozgan F.C.",""
"http://pt.wikipedia.org/wiki/Al-Gharafa_Sports_Club","","","","","","","","","","","","Al-Gharafa Sports Club","Al-Gharafa;;Al-Gharafa Sports Club",""
"http://pt.wikipedia.org/wiki/Canal_N","","","","","","","","","","","","Canal N","Canal N",""
"http://pt.wikipedia.org/wiki/TV_Miramar_(Moçambique)","","","","","","","","","","","","TV Miramar (Moçambique)","RCM Lda.;;TV Miramar",""
"http://pt.wikipedia.org/wiki/Theology_&_Sciences_Institute_Fort_Myers_Inc.","","","","","","","","","","","","Theology & Sciences Institute Fort Myers Inc.","Theology & Sciences Institute Fort Myers Inc. - Florida",""
"http://pt.wikipedia.org/wiki/Cartoon_Network_Studios","","","","","","","","","","","","Cartoon Network Studios","Cartoon Network Studios",""
"http://pt.wikipedia.org/wiki/FC_Senec","","","","","","Senčania","","","","","","FC Senec","FC Senec;;Senec",""
"http://pt.wikipedia.org/wiki/Ifö_Bromölla_Idrottsförening","","","","","","","","","","","","Ifö Bromölla Idrottsförening","Ifö/Bromölla IF",""
"http://pt.wikipedia.org/wiki/Sony_Mobile_Communications","","","","","","","","","","","","Sony Mobile Communications","Sony Mobile  Communications AB",""
"http://pt.wikipedia.org/wiki/Film_Roman","","","","","","","","","","","","Film Roman","DPS Film Roman, LLC",""
"http://pt.wikipedia.org/wiki/SBT_RP","","","","","","","","","","","","SBT RP","SBT RP",""
"http://pt.wikipedia.org/wiki/Ice_Creamusume","","","","","","","","","","","","Ice Creamusume","Ice Creamusume;;アイスクリー娘。",""
"http://pt.wikipedia.org/wiki/LXXXIX_Corpo_de_Exército_(Alemanha)","","","","","","LXXXIX. AK","","","","","","LXXXIX Corpo de Exército (Alemanha)","LXXXIX. Armeekorps",""
"http://pt.wikipedia.org/wiki/Rádio_Banda_B","","","","","","","","CBN Curitiba AM","","","","Rádio Banda B","LK Radiodifusão Ltda.;;Rádio Banda B.",""
"http://pt.wikipedia.org/wiki/Xəzər_Lənkəran_Futbol_Klubu","","","","","","Gəmiçilər (Os Marinheiros)","","","","","","Xəzər Lənkəran Futbol Klubu","Khazar Lankaran;;Khazar Lankaran FK",""
"http://pt.wikipedia.org/wiki/Pão_de_Açúcar_(supermercado)","","","","","","","","","","","","Pão de Açúcar (supermercado)","Pão de Açúcar",""
"http://pt.wikipedia.org/wiki/Clwb_Pêl_Droed_Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch_Football_Club","","","","","","","","","","","","Clwb Pêl Droed Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch Football Club","CPD Llanfairpwl FC;;Clwb Pêl Droed Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch Football Club",""
"http://pt.wikipedia.org/wiki/Banca_della_Svizzera_Italiana","","","","","","","","","","","","Banca della Svizzera Italiana","Banca della Svizzera Italiana (BSI)",""
"http://pt.wikipedia.org/wiki/Little_Joy","","","","","","","","","","","","Little Joy","Little Joy",""
"http://pt.wikipedia.org/wiki/Football_Club_Tertons","","","","","","","","","","","","Football Club Tertons","FC Tertons;;Football Club Tertons",""
"http://pt.wikipedia.org/wiki/Afan_Lido_Football_Club","","","","","","","","","","","","Afan Lido Football Club","Afan Lido;;Afan Lido Football Club",""
"http://pt.wikipedia.org/wiki/Jane's_Addiction","","","","","","","","","","","","Jane's Addiction","200px",""
"http://pt.wikipedia.org/wiki/Unidos_do_Guajuviras","","","","","","","","","","","","Unidos do Guajuviras","Unidos do Guajuviras",""
"http://pt.wikipedia.org/wiki/Companhia_de_Tecidos_Rio_Tinto","","","","","","","","","","","","Companhia de Tecidos Rio Tinto","Companhia de Tecidos Rio Tinto",""
"http://pt.wikipedia.org/wiki/Axamenta","","","","","","","","","","","","Axamenta","Axamenta",""
"http://pt.wikipedia.org/wiki/Bad_Boys_Blue","","","","","","","","","","","","Bad Boys Blue","Bad Boys Blue",""
"http://pt.wikipedia.org/wiki/Steeler","","","","","","","","","","","","Steeler","Steeler",""
"http://pt.wikipedia.org/wiki/Will.i.am_Music_Group","","","","","","","","","","","","Will.i.am Music Group","will.i.am Music Group",""
"http://pt.wikipedia.org/wiki/Kaoll","","","","","","","","","","","","Kaoll","Kaoll",""
"http://pt.wikipedia.org/wiki/Savage_Garden","","","","","","","","","","","","Savage Garden","Savage Garden",""
"http://pt.wikipedia.org/wiki/Redsocks","","","","","","","","","","","","Redsocks","Redsocks",""
"http://pt.wikipedia.org/wiki/Igarapava_Esporte_Clube","","","","","","Galo da Comarca","","","","","","Igarapava Esporte Clube","Igarapava Esporte Clube",""
"http://pt.wikipedia.org/wiki/DevilDriver","","","","","","","","","","","","DevilDriver","DevilDriver",""
"http://pt.wikipedia.org/wiki/Stellar_Kart","","","","","","","","","","","","Stellar Kart","Stellar Kart",""
"http://pt.wikipedia.org/wiki/Jeep","","","","","","","","","","","","Jeep","Jeep",""
"http://pt.wikipedia.org/wiki/Chai_Sod","","","","","","","","","","","","Chai Sod","Chai Sod",""
"http://pt.wikipedia.org/wiki/Kaupþing_Banki","","","","","","","","","","","","Kaupþing Banki","Kaupþing Banki hf.",""
"http://pt.wikipedia.org/wiki/Universidade_Salgado_de_Oliveira","","","","","","UNIVERSO","","","","","","Universidade Salgado de Oliveira","Universidade Salgado de Oliveira",""
"http://pt.wikipedia.org/wiki/Financiadora_de_Estudos_e_Projetos","","","","","","","","","","","","Financiadora de Estudos e Projetos","FINEP;;Financiadora de Estudos e Projetos",""
"http://pt.wikipedia.org/wiki/548ª_Divisão_de_Granadeiros_(Alemanha)","","","","","","548. GD","","","","","","548ª Divisão de Granadeiros (Alemanha)","548. Grenadier-Division",""
"http://pt.wikipedia.org/wiki/Rádio_VIP_FM","","","","","","","","","","","","Rádio VIP FM","Rádio VIP FM;;Rádio VIP FM de Parnaíba Ltda.",""
"http://pt.wikipedia.org/wiki/Federação_Maranhense_de_Basquetebol","","","","","","","","","","","","Federação Maranhense de Basquetebol","Federação Maranhense de Basketball",""
"http://pt.wikipedia.org/wiki/Oscar_Moro","","","","","Oscar Moro","","","","","","","Oscar Moro","Oscar Moro",""
"http://pt.wikipedia.org/wiki/Ordem_de_São_Paulo,_o_Primeiro_Eremita","","","","","","","","","","","","Ordem de São Paulo, o Primeiro Eremita","(Ordem de São Paulo, o Primeiro Eremita);;Padres Paulinos",""
"http://pt.wikipedia.org/wiki/Grupo_RAR","","","","","","","","","","","","Grupo RAR","Grupo RAR",""
"http://pt.wikipedia.org/wiki/Ametria","","","","","","","","","","","","Ametria","Ametria",""
"http://pt.wikipedia.org/wiki/Band_from_TV","","","","","","","","","","","","Band from TV","Band from TV",""
"http://pt.wikipedia.org/wiki/The_Dandy_Warhols","","","","","","","","","","","","The Dandy Warhols","The Dandy Warhols",""
"http://pt.wikipedia.org/wiki/Imperatriz_do_Perpétuo","","","","","","","","","","","","Imperatriz do Perpétuo","Imperatriz do Perpétuo",""
"http://pt.wikipedia.org/wiki/GMS","","","","","","","","","","","","GMS","Growling Mad Scientists",""
"http://pt.wikipedia.org/wiki/Fútbol_Club_Ciudad_de_La_Habana","","","","","","Capitalinos","","","","","","Fútbol Club Ciudad de La Habana","Ciudad de La Habana;;Fútbol Club Ciudad de La Habana",""
"http://pt.wikipedia.org/wiki/Plácido_de_Castro_Futebol_Club","","","","","","Tigre da Fronteira;;Tigre do Abunã","","","","","","Plácido de Castro Futebol Club","Futebol Club;;Plácido de Castro",""
"http://pt.wikipedia.org/wiki/Rádio_Melodia","","","","","","","","","","","","Rádio Melodia","Rádio Melodia Ltda;;Rádio Melodia Rio  de Janeiro",""
"http://pt.wikipedia.org/wiki/Klasky_Csupo_Inc.","","","","","","","","","","","","Klasky Csupo Inc.","Klasky Csupo, Inc.",""
"http://pt.wikipedia.org/wiki/Partido_das_Reformas_Sociais","","","","","","","","","","","","Partido das Reformas Sociais","Partido das Reformas Sociais",""
"http://pt.wikipedia.org/wiki/562ª_Divisão_de_Granadeiros_(Alemanha)","","","","","","562. GD","","","","","","562ª Divisão de Granadeiros (Alemanha)","562. Grenadier-Division",""
"http://pt.wikipedia.org/wiki/Albirex_Niigata_Football_Club","","","","","","Os cisnes brancos","","","","","","Albirex Niigata Football Club","Albirex Niigata Football Club;;Albirex Niigata Singapura",""
"http://pt.wikipedia.org/wiki/Unidos_do_Barro_Vermelho","","","","","","","","","","","","Unidos do Barro Vermelho","Unidos do Barro Vermelho",""
"http://pt.wikipedia.org/wiki/Vickers","","","","","","","","","","","","Vickers","Vickers-Armstrongs Limited",""
"http://pt.wikipedia.org/wiki/Mandrágora_(banda)","","","","","","","","","","","","Mandrágora (banda)","Mandrágora",""
"http://pt.wikipedia.org/wiki/AFA_Cinemas","","","","","","","","","","","","AFA Cinemas","AFA Cinemas;;Cinematográfica Guarapari Ltda.",""
"http://pt.wikipedia.org/wiki/União_Internacional_de_Pentatlo_Moderno","","","","","","","","","","","","União Internacional de Pentatlo Moderno","Union Internationale de Pentathlon Moderne",""
"http://pt.wikipedia.org/wiki/Universidade_Suffolk","","","","","","","","","","","","Universidade Suffolk","Suffolk University",""
"http://pt.wikipedia.org/wiki/JACM","","","","","","","","","","","","JACM","JACM",""
"http://pt.wikipedia.org/wiki/Beleza_Mato_Grosso_do_Sul","","","","","","","","","","","","Beleza Mato Grosso do Sul","Mato Grosso do Sul;;Miss Terra",""
"http://pt.wikipedia.org/wiki/Associação_dos_Amigos_e_Pais_de_Pessoas_Especiais","AAPPE","","","","","","","","","","","Associação dos Amigos e Pais de Pessoas Especiais","Associação dos Amigos e Pais de Pessoas Especiais",""
"http://pt.wikipedia.org/wiki/Legio_X_Gemina","","","","","","","","","","","","Legio X Gemina","Legio X Gemina",""
"http://pt.wikipedia.org/wiki/Santamaria","","","","","","","","","","","","Santamaria","Santamaria",""
"http://pt.wikipedia.org/wiki/Faculdades_Integradas_Hélio_Alonso","","","","","","FACHA","","","","","","Faculdades Integradas Hélio Alonso","Faculdades Integradas Hélio Alonso",""
"http://pt.wikipedia.org/wiki/WNXY-LP","","","","","","","","","","","","WNXY-LP","WNXY-LP",""
"http://pt.wikipedia.org/wiki/Eleições_parlamentares_europeias_de_2009_(Portugal)","","","","","","","","","","","","Eleições parlamentares europeias de 2009 (Portugal)","",""
"http://pt.wikipedia.org/wiki/Moby_Grape","","","","","","","","","","","","Moby Grape","Moby Grape",""
"http://pt.wikipedia.org/wiki/TV_Capital_(Imperatriz)","","","","","","","","","","","","TV Capital (Imperatriz)","TV Capital",""
"http://pt.wikipedia.org/wiki/Northlane","","","","","","","","","","","","Northlane","Northlane",""
"http://pt.wikipedia.org/wiki/Universidade_de_Oregon","","","","","","","","","","","","Universidade de Oregon","Universidade de Oregon",""
"http://pt.wikipedia.org/wiki/Sanmina-SCI","","","","","","","","","","","","Sanmina-SCI","Sanmina-SCI",""
"http://pt.wikipedia.org/wiki/Shamrock_Rovers_Football_Club","","","","","","Hoops, Rovers, Shamrocks","","","","","","Shamrock Rovers Football Club","Shamrock Rovers F.C.;;Shamrock Rovers Football Club",""
"http://pt.wikipedia.org/wiki/Pearl_Jam","","","","","","","","","","","","Pearl Jam","Pearl Jam",""
"http://pt.wikipedia.org/wiki/Yume_Bitsu","","","","","","","","","","","","Yume Bitsu","Yume Bitsu",""
"http://pt.wikipedia.org/wiki/WeltenBrand","","","","","","","","","","","","WeltenBrand","WeltenBrand",""
"http://pt.wikipedia.org/wiki/TV_Bandeirantes_Bahia","","","","","","","","","","","","TV Bandeirantes Bahia","TV Bandeirantes Bahia",""
"http://pt.wikipedia.org/wiki/Football_Club_Grosseto_Società_Sportiva_Dilettantistica","","","","","","(Grifoni, Torelli maremmani, Biancorossi, Unionisti)","","","","","","Football Club Grosseto Società Sportiva Dilettantistica","U.S. Grosseto F.C.;;Unione Sportiva Grosseto Football Club",""
"http://pt.wikipedia.org/wiki/Grün-Weiß_Lübben","","","","","","","","","","","","Grün-Weiß Lübben","Grün-Weiß Lübben",""
"http://pt.wikipedia.org/wiki/Tiffany_&_Co.","","","","","","","","","","","","Tiffany & Co.","Tiffany & Co.",""
"http://pt.wikipedia.org/wiki/Legio_XIII_Gemina","","","","","","","","","","","","Legio XIII Gemina","Legio XIII Gemina",""
"http://pt.wikipedia.org/wiki/São_Bernardo_Futebol_Clube","","","","","","Aurinegro Batateiro;;Bernô;;TigredoABC","","","","","","São Bernardo Futebol Clube","São Bernardo",""
"http://pt.wikipedia.org/wiki/Galavisión","","","","","","","","","","","","Galavisión","Galavisión",""
"http://pt.wikipedia.org/wiki/Banco_Intermedium","","","","","","","","","","","","Banco Intermedium","Banco Intermedium",""
"http://pt.wikipedia.org/wiki/Unión_Deportiva_Pájara_Playas_de_Jandía","","","","","","","","","","","","Unión Deportiva Pájara Playas de Jandía","Pájara Playas",""
"http://pt.wikipedia.org/wiki/Sonos_(empresa)","","","","","","","","","","","","Sonos (empresa)","Sonos",""
"http://pt.wikipedia.org/wiki/TV_Alvorada_(Parintins)","","","","","","","","","","","","TV Alvorada (Parintins)","TV Alvorada",""
"http://pt.wikipedia.org/wiki/Rastrillos","","","","","","","","","","","","Rastrillos","Rastrillos",""
"http://pt.wikipedia.org/wiki/Guam_Shipyard_Football_Club","","","","","","","","","","","","Guam Shipyard Football Club","Football Club;;Guam Shipyard",""
"http://pt.wikipedia.org/wiki/Escola_das_Armas","","","","","","EA","","","","","","Escola das Armas","Escola das Armas",""
"http://pt.wikipedia.org/wiki/Airness","","","","","","","","","","","","Airness","Airness",""
"http://pt.wikipedia.org/wiki/Teen_Top","","","","","","","","","","","","Teen Top","Teen Top",""
"http://pt.wikipedia.org/wiki/Fluminense_Futebol_Clube_(Joinville)","","","","","","Fluminense do Itaum","","","","","","Fluminense Futebol Clube (Joinville)","Fluminense (SC);;Fluminense Futebol Clube (Joinville)",""
"http://pt.wikipedia.org/wiki/Pro-Pain_Pro_Wrestling","","","","","","","","","","","","Pro-Pain Pro Wrestling","Pro-Pain Pro Wrestling",""
"http://pt.wikipedia.org/wiki/RKO_Pictures","","","","","","","","","","","","RKO Pictures","RKO Pictures",""
"http://pt.wikipedia.org/wiki/Primeira_Unidade_de_Polícia_Pacificadora_(Santa_Marta)","","","","","","","","","","","","Primeira Unidade de Polícia Pacificadora (Santa Marta)","UPP Santa Marta",""
"http://pt.wikipedia.org/wiki/Knattspyrnufélag_Fjallabyggðar","","","","","","","","","","","","Knattspyrnufélag Fjallabyggðar","KF;;Knattspyrnufélag Fjallabyggðar",""
"http://pt.wikipedia.org/wiki/PAE_Olympiacos_Syndesmos_Filathlon_Piraeus","","","","","","Erythrolefki (Vermelho-branco);;Kokkini (Vermelhos);;Thrylos (Lenda)","","","","","","PAE Olympiacos Syndesmos Filathlon Piraeus","Olympiacos",""
"http://pt.wikipedia.org/wiki/Liga_Brasileira_de_Futebol_Americano","","","","","","","","","","","","Liga Brasileira de Futebol Americano","Liga Brasileira de Futebol Americano",""
"http://pt.wikipedia.org/wiki/Cartoon_Network_Portugal","","","","","","","","","","","","Cartoon Network Portugal","Cartoon Network;;Cartoon Network Portugal",""
"http://pt.wikipedia.org/wiki/Six_Flags","","","","","","","","","","","","Six Flags","Six Flags Entertainment Corp.",""
"http://pt.wikipedia.org/wiki/Nativa_FM","","","","","","","","","","","","Nativa FM","Nativa FM;;Planalto - FM Stereo Som S/A",""
"http://pt.wikipedia.org/wiki/Cádiz_Club_de_Fútbol","","","","","","Submarino Amarillo","","","","","","Cádiz Club de Fútbol","Cádiz;;Cádiz Club de Fútbol",""
"http://pt.wikipedia.org/wiki/Don_Caballero","","","","","","","","","","","","Don Caballero","Don Caballero",""
"http://pt.wikipedia.org/wiki/Gerdau_Usiba","","","","","","","","","","","","Gerdau Usiba","Gerdau Usiba",""
"http://pt.wikipedia.org/wiki/Harimau_Muda_A","","","","","","","","","","","","Harimau Muda A","Harimau Muda A",""
"http://pt.wikipedia.org/wiki/Buffalo_Tom","","","","","","","","","","","","Buffalo Tom","Buffalo Tom",""
"http://pt.wikipedia.org/wiki/Rádio_Novo_Tempo_(Curitiba)","","","","","","","","A Voz da Profecia","","","","Rádio Novo Tempo (Curitiba)","Fundação Maranatha de Comunicação Social;;Rádio Novo Tempo - Curitiba",""
"http://pt.wikipedia.org/wiki/Rádio_Manchete","","","","","","","","","","","","Rádio Manchete","Rádio Federal Ltda. EPP;;Rádio Manchete",""
"http://pt.wikipedia.org/wiki/Vulcanense_Futebol_Clube","","","","","","Vulcão","","","","","","Vulcanense Futebol Clube","Vulcanense FC",""
"http://pt.wikipedia.org/wiki/São_Francisco_Futebol_Clube_(Roraima)","","","","","","","","","","","","São Francisco Futebol Clube (Roraima)","São Francisco Futebol Clube (Roraima);;São Francisco de Boa Vista",""
"http://pt.wikipedia.org/wiki/Riverdogs","","","","","","","","","","","","Riverdogs","Riverdogs",""
"http://pt.wikipedia.org/wiki/Hasbro_Studios","","","","","","","","","","","","Hasbro Studios","Hasbro Films;;Hasbro Studios",""
"http://pt.wikipedia.org/wiki/Eleição_municipal_de_Macapá_em_2012","","","","","","","","","","","","Eleição municipal de Macapá em 2012","",""
"http://pt.wikipedia.org/wiki/Radio_Frequency_Systems","","","","","","","","","","","","Radio Frequency Systems","RFS - Radio Frequency Systems",""
"http://pt.wikipedia.org/wiki/Eletrobras_Distribuição_Rondônia","","","","","","","","","","","","Eletrobras Distribuição Rondônia","Eletrobras Distribuição Rondônia",""
"http://pt.wikipedia.org/wiki/We_Are_the_Fallen","","","","","","","","","","","","We Are the Fallen","We Are the Fallen",""
"http://pt.wikipedia.org/wiki/Universidade_da_Califórnia","","","","","","","","","","","","Universidade da Califórnia","",""
"http://pt.wikipedia.org/wiki/Cubavisión","","","","","","","","","","","","Cubavisión","Cubavisión",""
"http://pt.wikipedia.org/wiki/Associação_Atlética_Graça_Aranha","","","","","","Cachorrão de São Luis","","","","","","Associação Atlética Graça Aranha","Graça Aranha",""
"http://pt.wikipedia.org/wiki/Bertelsmann","","","","","","","","","","","","Bertelsmann","Bertelsmann SE & Co. KGaA",""
"http://pt.wikipedia.org/wiki/The_Selecter","","","","","","","","","","","","The Selecter","The Selecter",""
"http://pt.wikipedia.org/wiki/Maccabi_Haifa_Football_Club","","","","","","Os verdes","","","","","","Maccabi Haifa Football Club","Maccabi Haifa;;Maccabi Haifa Football Club",""
"http://pt.wikipedia.org/wiki/Eremitas_da_Bem-Aventurada_Virgem_Maria_do_Monte_Carmelo","E.Carm.","","","","","","","","","","","Eremitas da Bem-Aventurada Virgem Maria do Monte Carmelo","Eremitas da Bem-Aventurada Virgem Maria do Monte Carmelo",""
"http://pt.wikipedia.org/wiki/Construccions_Emprim","","","","","","","","","","","","Construccions Emprim","Construccions Emprim",""
"http://pt.wikipedia.org/wiki/Juventude_Clube_do_Norte","","","","","","","","","","","","Juventude Clube do Norte","Juventude do Norte",""
"http://pt.wikipedia.org/wiki/Camerata_Brasilis","","","","","","","","","","","","Camerata Brasilis","Camerata Brasilis",""
"http://pt.wikipedia.org/wiki/Wrexham_Football_Club","","","","","","''The Red Dragons;;The Robins''","","","","","","Wrexham Football Club","Wrexham;;Wrexham Football Club",""
"http://pt.wikipedia.org/wiki/Lions_Gate_Entertainment","","","","","","","","","","","","Lions Gate Entertainment","Lions Gate Entertainment;;Lions Gate Entertainment Corporation",""
"http://pt.wikipedia.org/wiki/Football_Club_Domagnano","","","","","","","","","","","","Football Club Domagnano","Domagnano",""
