"historicalName","isPrimaryTopicOf","abbreviation","alternativeName","commonName","familyName","givenName","nick","surname","formerName","longName","dboName","originalName","label","foafName","alias"
"","http://pt.wikipedia.org/wiki/Capoeiras_(Florianópolis)","","","","","","","","","","","","Capoeiras (Florianópolis)","Capoeiras",""
"","http://pt.wikipedia.org/wiki/39775_1997_GB30","","","","","","","","","","","","39775 1997 GB30","1997 GB30",""
"","http://pt.wikipedia.org/wiki/Plainfield_(Wisconsin)","","","","","","","","","","","","Plainfield (Wisconsin)","Plainfield",""
"","http://pt.wikipedia.org/wiki/Rio_Bocaina","","","","","","","","","","","","Rio Bocaina","Rio Bocaina",""
"","http://pt.wikipedia.org/wiki/Falcon_Heights_(Minnesota)","","","","","","","","","","","","Falcon Heights (Minnesota)","Falcon Heights",""
"","http://pt.wikipedia.org/wiki/Vila_Marlene","","","","","","","","","","","","Vila Marlene","Vila Marlene",""
"","http://pt.wikipedia.org/wiki/Zhetysu_Stadium","","","","","","","","","","","","Zhetysu Stadium","Zhetysu Stadium",""
"","http://pt.wikipedia.org/wiki/20098_1994_WC2","","","","","","","","","","","","20098 1994 WC2","1994 WC2",""
"","http://pt.wikipedia.org/wiki/17056_Boschetti","","","","","","","","","","","","17056 Boschetti","Boschetti",""
"","http://pt.wikipedia.org/wiki/Salisbury","","","","","","","","","","","","Salisbury","City of New Sarum;;Salisbury;;Salisbúria",""
"","http://pt.wikipedia.org/wiki/26499_2000_CX1","","","","","","","","","","","","26499 2000 CX1","2000 CX1",""
"","http://pt.wikipedia.org/wiki/Dahme_(Holstein)","","","","","","","","","","","","Dahme (Holstein)","Dahme",""
"","http://pt.wikipedia.org/wiki/Samugheo","","","","","","","","","","","","Samugheo","Samugheo",""
"","http://pt.wikipedia.org/wiki/Condado_de_Bleckley","","","","","","","","","","","","Condado de Bleckley","Bleckley",""
"","http://pt.wikipedia.org/wiki/Vinton_(Virgínia)","","","","","","","","","","","","Vinton (Virgínia)","Vinton",""
"","http://pt.wikipedia.org/wiki/La_Boissière-en-Gâtine","","","","","","","","","","","","La Boissière-en-Gâtine","La Boissière-en-Gâtine",""
"","http://pt.wikipedia.org/wiki/7907_Erasmus","","","","","","","","","","","","7907 Erasmus","Erasmus",""
"","http://pt.wikipedia.org/wiki/Condado_de_Red_Willow","","","","","","","","","","","","Condado de Red Willow","Red Willow",""
"","http://pt.wikipedia.org/wiki/Keystone_Heights","","","","","","","","","","","","Keystone Heights","Keystone Heights",""
"","http://pt.wikipedia.org/wiki/Churi","","","","","","","","","","","","Churi","Churi",""
"","http://pt.wikipedia.org/wiki/Saint-Marcan","","","","","","","","","","","","Saint-Marcan","Saint-Marcan",""
"","http://pt.wikipedia.org/wiki/Khamaria","","","","","","","","","","","","Khamaria","Khamaria",""
"","http://pt.wikipedia.org/wiki/Breitenheim","","","","","","","","","","","","Breitenheim","Breitenheim",""
"","http://pt.wikipedia.org/wiki/(73241)_2002_JC36","","","","","","","","","","","","(73241) 2002 JC36","2002 JC36",""
"","http://pt.wikipedia.org/wiki/Baon","","","","","","","","","","","","Baon","Baon",""
"","http://pt.wikipedia.org/wiki/Steward_(Illinois)","","","","","","","","","","","","Steward (Illinois)","Steward",""
"","http://pt.wikipedia.org/wiki/Rio_Pajeú","","","","","","","","","","","","Rio Pajeú","Rio Pajeú",""
"","http://pt.wikipedia.org/wiki/Berjou","","","","","","","","","","","","Berjou","Berjou",""
"","http://pt.wikipedia.org/wiki/Shamrock_(Texas)","","","","","","","","","","","","Shamrock (Texas)","Shamrock",""
"","http://pt.wikipedia.org/wiki/Calle_Larga","","","","","","","","","","","","Calle Larga","Calle Larga",""
"","http://pt.wikipedia.org/wiki/9795_Deprez","","","","","","","","","","","","9795 Deprez","Deprez",""
"","http://pt.wikipedia.org/wiki/Sílvio_Pereira_I","","","","","","","","","","","","Sílvio Pereira I","Sílvio Pereira I",""
"","http://pt.wikipedia.org/wiki/Condado_de_Clark_(Ohio)","","","","","","","","","","","","Condado de Clark (Ohio)","Clark",""
"","http://pt.wikipedia.org/wiki/Montrouveau","","","","","","","","","","","","Montrouveau","Montrouveau",""
"","http://pt.wikipedia.org/wiki/Bruges-Capbis-Mifaget","","","","","","","","","","","","Bruges-Capbis-Mifaget","Bruges-Capbis-Mifaget",""
"","http://pt.wikipedia.org/wiki/NGC_4444","","","","","","","","","","","","NGC 4444","4444, ESO 268-10, MCG -7-26-7, DCL 56, IRAS12259-4259, PGC 41043;;NGC 4444",""
"","http://pt.wikipedia.org/wiki/24341_2000_AJ87","","","","","","","","","","","","24341 2000 AJ87","2000 AJ87",""
"","http://pt.wikipedia.org/wiki/Chierry","","","","","","","","","","","","Chierry","Chierry",""
"","http://pt.wikipedia.org/wiki/(73595)_2129_T-2","","","","","","","","","","","","(73595) 2129 T-2","2129 T-2",""
"","http://pt.wikipedia.org/wiki/Allen_(Kentucky)","","","","","","","","","","","","Allen (Kentucky)","Allen",""
"","http://pt.wikipedia.org/wiki/Modelos_(Paços_de_Ferreira)","","","","","","","","","","","","Modelos (Paços de Ferreira)","Modelos",""
"","http://pt.wikipedia.org/wiki/Morávia-Silésia","","","","","","","","","","","","Morávia-Silésia","Moravskoslezský kraj;;Morávia-Silésia",""
"","http://pt.wikipedia.org/wiki/37071_2000_UY51","","","","","","","","","","","","37071 2000 UY51","2000 UY51",""
"","http://pt.wikipedia.org/wiki/Fontanès_(Hérault)","","","","","","","","","","","","Fontanès (Hérault)","Fontanès",""
"","http://pt.wikipedia.org/wiki/Hours","","","","","","","","","","","","Hours","Hours",""
"","http://pt.wikipedia.org/wiki/Saint-Martin-d'Arcé","","","","","","","","","","","","Saint-Martin-d'Arcé","Saint-Martin-d'Arcé",""
"","http://pt.wikipedia.org/wiki/Sainte-Fortunade","","","","","","","","","","","","Sainte-Fortunade","Sainte-Fortunade",""
"","http://pt.wikipedia.org/wiki/2007_TC434","","","","","","","","","","","","2007 TC434","2007 TC434",""
"","http://pt.wikipedia.org/wiki/Fristad","","","","","","","","","","","","Fristad","(Localidade);;Fristad",""
"","http://pt.wikipedia.org/wiki/Saint-Jory-de-Chalais","","","","","","","","","","","","Saint-Jory-de-Chalais","Saint-Jory-de-Chalais",""
"","http://pt.wikipedia.org/wiki/HD_171978","","","","","","","","","","","","HD 171978","HD 171978e Serpentis","HIP 91322"
"","http://pt.wikipedia.org/wiki/Rio_Cicârlăuţ","","","","","","","","","","","","Rio Cicârlăuţ","Rio Cicârlăuţ",""
"","http://pt.wikipedia.org/wiki/Rio_Basarabiţa","","","","","","","","","","","","Rio Basarabiţa","Rio Basarabiţa",""
"","http://pt.wikipedia.org/wiki/Estádio_Roberto_Santos","","","","","","Pituaçu","","","","","","Estádio Roberto Santos","Estádio Governador Roberto Santos;;Estádio Roberto Santos;;Pituaçu",""
"","http://pt.wikipedia.org/wiki/21696_Ermalmquist","","","","","","","","","","","","21696 Ermalmquist","Ermalmquist",""
"","http://pt.wikipedia.org/wiki/Itaíba","","","","","","","","","","","","Itaíba","Itaíba",""
"","http://pt.wikipedia.org/wiki/Julbach_(Alta_Áustria)","","","","","","","","","","","","Julbach (Alta Áustria)","Julbach",""
"","http://pt.wikipedia.org/wiki/33456_1999_FG28","","","","","","","","","","","","33456 1999 FG28","1999 FG28",""
"","http://pt.wikipedia.org/wiki/Moss_Point","","","","","","","","","","","","Moss Point","Moss Point",""
"","http://pt.wikipedia.org/wiki/Nu_Orionis","","","","","","","","","","","","Nu Orionis","ν Orionis","67 Orionis (Designação de Flamsteed), HD 41753, HIP 29038"
"","http://pt.wikipedia.org/wiki/Barwick","","","","","","","","","","","","Barwick","Barwick",""
"","http://pt.wikipedia.org/wiki/Castelo_(Ipatinga)","","","","","","","","","","","","Castelo (Ipatinga)","Castelo",""
"","http://pt.wikipedia.org/wiki/Minihy-Tréguier","","","","","","","","","","","","Minihy-Tréguier","Minihy-Tréguier",""
"","http://pt.wikipedia.org/wiki/Rio_Druiu","","","","","","","","","","","","Rio Druiu","Rio Druiu",""
"","http://pt.wikipedia.org/wiki/Rosay-sur-Lieure","","","","","","","","","","","","Rosay-sur-Lieure","Rosay-sur-Lieure",""
"","http://pt.wikipedia.org/wiki/Nikiski","","","","","","","","","","","","Nikiski","Nikiski",""
"","http://pt.wikipedia.org/wiki/Osterheide","","","","","","","","","","","","Osterheide","Osterheide",""
"","http://pt.wikipedia.org/wiki/163_Velorum","","","","","","","","","","","","163 Velorum","163 Velorumm Velorum","HD 85622, HIP 48374"
"","http://pt.wikipedia.org/wiki/31058_1996_TA5","","","","","","","","","","","","31058 1996 TA5","1996 TA5",""
"","http://pt.wikipedia.org/wiki/Pougny_(Ain)","","","","","","","","","","","","Pougny (Ain)","Pougny",""
"","http://pt.wikipedia.org/wiki/Genthod","","","","","","","","","","","","Genthod","Genthod",""
"","http://pt.wikipedia.org/wiki/Mieszkowice","","","","","","","","","","","","Mieszkowice","Mieszkowice",""
"","http://pt.wikipedia.org/wiki/Dornum","","","","","","","","","","","","Dornum","Dornum",""
"","http://pt.wikipedia.org/wiki/11202_Teddunham","","","","","","","","","","","","11202 Teddunham","Teddunham",""
"","http://pt.wikipedia.org/wiki/Las_Inviernas","","","","","","","","","","","","Las Inviernas","Las Inviernas",""
"","http://pt.wikipedia.org/wiki/Greater_Carrollwood","","","","","","","","","","","","Greater Carrollwood","Greater Carrollwood",""
"","http://pt.wikipedia.org/wiki/8923_Yamakawa","","","","","","","","","","","","8923 Yamakawa","Yamakawa",""
"","http://pt.wikipedia.org/wiki/Échenans","","","","","","","","","","","","Échenans","Échenans",""
"","http://pt.wikipedia.org/wiki/Estádio_Antônio_Vieira_Ramos","","","","","","Vieirão","","","","","","Estádio Antônio Vieira Ramos","Antônio Vieira Ramos",""
"","http://pt.wikipedia.org/wiki/Glavantsi","","","","","","","","","","","","Glavantsi","Glavantsi;;Главанци",""
"","http://pt.wikipedia.org/wiki/11095_Havana","","","","","","","","","","","","11095 Havana","Havana",""
"","http://pt.wikipedia.org/wiki/Rio_da_Várzea_(Paraná)","","","","","","","","","","","","Rio da Várzea (Paraná)","Rio da Várzea",""
"","http://pt.wikipedia.org/wiki/4651_Wongkwancheng","","","","","","","","","","","","4651 Wongkwancheng","Wongkwancheng",""
"","http://pt.wikipedia.org/wiki/Javrezac","","","","","","","","","","","","Javrezac","Javrezac",""
"","http://pt.wikipedia.org/wiki/Buritirama","","","","","","","","","","","","Buritirama","Buritirama",""
"","http://pt.wikipedia.org/wiki/Xalapa","","","","","","","","","","","","Xalapa","Xalapa;;Xalapa de Enríquez",""
"","http://pt.wikipedia.org/wiki/Flesselles","","","","","","","","","","","","Flesselles","Flesselles",""
"","http://pt.wikipedia.org/wiki/Rotglà_i_Corberà","","","","","","","","","","","","Rotglà i Corberà","Rotglà i Corberà",""
"","http://pt.wikipedia.org/wiki/Lojanice","","","","","","","","","","","","Lojanice","Lojanice",""
"","http://pt.wikipedia.org/wiki/Tittakudi","","","","","","","","","","","","Tittakudi","Tittakudi",""
"","http://pt.wikipedia.org/wiki/2408_Astapovich","","","","","","","","","","","","2408 Astapovich","Astapovich",""
"","http://pt.wikipedia.org/wiki/Sorbon","","","","","","","","","","","","Sorbon","Sorbon",""
"","http://pt.wikipedia.org/wiki/Geyer_(Saxônia)","","","","","","","","","","","","Geyer (Saxônia)","Geyer",""
"","http://pt.wikipedia.org/wiki/Hagenbuch","","","","","","","","","","","","Hagenbuch","Hagenbuch",""
"","http://pt.wikipedia.org/wiki/Sémézies-Cachan","","","","","","","","","","","","Sémézies-Cachan","Sémézies-Cachan",""
"","http://pt.wikipedia.org/wiki/8218_Hosty","","","","","","","","","","","","8218 Hosty","Hosty",""
"","http://pt.wikipedia.org/wiki/Delia_(Caltanissetta)","","","","","","","","","","","","Delia (Caltanissetta)","Delia",""
"","http://pt.wikipedia.org/wiki/Valenzuela","","","","","","","","","","","","Valenzuela","Valenzuela",""
"","http://pt.wikipedia.org/wiki/Sazos","","","","","","","","","","","","Sazos","Sazos",""
"","http://pt.wikipedia.org/wiki/Redondela","","","","","","","","","","","","Redondela","Redondela",""
"","http://pt.wikipedia.org/wiki/Condado_de_Clinton_(Kentucky)","","","","","","","","","","","","Condado de Clinton (Kentucky)","Clinton",""
"","http://pt.wikipedia.org/wiki/Herbinghen","","","","","","","","","","","","Herbinghen","Herbinghen",""
"","http://pt.wikipedia.org/wiki/Sarajevo_Oriental","","","","","","","","","","","","Sarajevo Oriental","Sarajevo Oriental (Istočno Sarajevo;;Источно Сарајево)",""
"","http://pt.wikipedia.org/wiki/Pannaipuram","","","","","","","","","","","","Pannaipuram","Pannaipuram",""
"","http://pt.wikipedia.org/wiki/6308_Ebisuzaki","","","","","","","","","","","","6308 Ebisuzaki","Ebisuzaki",""
"","http://pt.wikipedia.org/wiki/L'Abergement-de-Cuisery","","","","","","","","","","","","L'Abergement-de-Cuisery","L'Abergement-de-Cuisery",""
"","http://pt.wikipedia.org/wiki/Eau_Claire_(Pensilvânia)","","","","","","","","","","","","Eau Claire (Pensilvânia)","Eau Claire",""
"","http://pt.wikipedia.org/wiki/Gerace","","","","","","","","","","","","Gerace","Gerace",""
"","http://pt.wikipedia.org/wiki/Rio_Bretila","","","","","","","","","","","","Rio Bretila","Rio Bretila",""
"","http://pt.wikipedia.org/wiki/Logan_(Virgínia_Ocidental)","","","","","","","","","","","","Logan (Virgínia Ocidental)","Logan",""
"","http://pt.wikipedia.org/wiki/Brulais","","","","","","","","","","","","Brulais","Brulais",""
"","http://pt.wikipedia.org/wiki/NGC_7622","","","","","","","","","","","","NGC 7622","7622, ESO 148-8, AM 2318-622, PGC 71187;;NGC 7622",""
"","http://pt.wikipedia.org/wiki/Dilsen-Stokkem","","","","","","","","","","","","Dilsen-Stokkem","Dilsen-Stokkem",""
"","http://pt.wikipedia.org/wiki/Rest_Haven","","","","","","","","","","","","Rest Haven","Rest Haven",""
"","http://pt.wikipedia.org/wiki/Hull_(Illinois)","","","","","","","","","","","","Hull (Illinois)","Hull",""
"","http://pt.wikipedia.org/wiki/São_Miguel_(Rio_Grande_do_Norte)","","","","","","","","","","","","São Miguel (Rio Grande do Norte)","São Miguel",""
"","http://pt.wikipedia.org/wiki/2755_Avicenna","","","","","","","","","","","","2755 Avicenna","Avicenna",""
"","http://pt.wikipedia.org/wiki/Suleeswaranpatti","","","","","","","","","","","","Suleeswaranpatti","Suleeswaranpatti",""
"","http://pt.wikipedia.org/wiki/Kumba_(Camarões)","","","","","","","","","","","","Kumba (Camarões)","K-Town;;Kumba",""
"","http://pt.wikipedia.org/wiki/Altschwendt","","","","","","","","","","","","Altschwendt","Altschwendt",""
"","http://pt.wikipedia.org/wiki/27134_1998_XO11","","","","","","","","","","","","27134 1998 XO11","1998 XO11",""
"","http://pt.wikipedia.org/wiki/6383_Tokushima","","","","","","","","","","","","6383 Tokushima","Tokushima",""
"","http://pt.wikipedia.org/wiki/36890_2000_SO167","","","","","","","","","","","","36890 2000 SO167","2000 SO167",""
"","http://pt.wikipedia.org/wiki/Saint-Vérand_(Isère)","","","","","","","","","","","","Saint-Vérand (Isère)","Saint-Vérand",""
"","http://pt.wikipedia.org/wiki/24743_1992_NF","","","","","","","","","","","","24743 1992 NF","1992 NF",""
"","http://pt.wikipedia.org/wiki/Oggau_am_Neusiedler_See","","","","","","","","","","","","Oggau am Neusiedler See","Oggau am Neusiedler See",""
"","http://pt.wikipedia.org/wiki/Trélivan","","","","","","","","","","","","Trélivan","Trélivan",""
"","http://pt.wikipedia.org/wiki/Estampures","","","","","","","","","","","","Estampures","Estampures",""
"","http://pt.wikipedia.org/wiki/Atglen","","","","","","","","","","","","Atglen","Atglen",""
"","http://pt.wikipedia.org/wiki/Niederbachheim","","","","","","","","","","","","Niederbachheim","Niederbachheim",""
"","http://pt.wikipedia.org/wiki/Sonfjället","","","","","","","","","","","","Sonfjället","Sonfjället",""
"","http://pt.wikipedia.org/wiki/Castelluccio_Superiore","","","","","","","","","","","","Castelluccio Superiore","Castelluccio Superiore",""
"","http://pt.wikipedia.org/wiki/Meadowbrook_(Alabama)","","","","","","","","","","","","Meadowbrook (Alabama)","Meadowbrook",""
"","http://pt.wikipedia.org/wiki/(73737)_1993_RH4","","","","","","","","","","","","(73737) 1993 RH4","1993 RH4",""
"","http://pt.wikipedia.org/wiki/Nova_Floresta","","","","","","","","","","","","Nova Floresta","Nova Floresta",""
"","http://pt.wikipedia.org/wiki/(20708)_1999_XH1","","","","","","","","","","","","(20708) 1999 XH1","1999 XH1",""
"","http://pt.wikipedia.org/wiki/Comuna_de_Włoszczowa","","","","","","","","","","","","Comuna de Włoszczowa","Włoszczowa",""
"","http://pt.wikipedia.org/wiki/Brittnau","","","","","","","","","","","","Brittnau","Brittnau",""
"","http://pt.wikipedia.org/wiki/Morey-Saint-Denis","","","","","","","","","","","","Morey-Saint-Denis","Morey-Saint-Denis",""
"","http://pt.wikipedia.org/wiki/Schieren_(Segeberg)","","","","","","","","","","","","Schieren (Segeberg)","Schieren",""
"","http://pt.wikipedia.org/wiki/Poolesville","","","","","","","","","","","","Poolesville","Poolesville",""
"","http://pt.wikipedia.org/wiki/26691_2001_FZ76","","","","","","","","","","","","26691 2001 FZ76","2001 FZ76",""
"","http://pt.wikipedia.org/wiki/2000_CN114","","","","","","","","","","","","2000 CN114","2000 CN114",""
"","http://pt.wikipedia.org/wiki/Kalulo","","","","","","","","","","","","Kalulo","Kalulo",""
"","http://pt.wikipedia.org/wiki/Remagen","","","","","","","","","","","","Remagen","Remagen",""
"","http://pt.wikipedia.org/wiki/Império_Mahamegavana","","","","","","","","","","","","Império Mahamegavana","Império Mahamegavana",""
"","http://pt.wikipedia.org/wiki/Ribeira_das_Patas","","","","","","","","","","","","Ribeira das Patas","Ribeira das Patas",""
"","http://pt.wikipedia.org/wiki/Guaxupé","","","","","","Caminho das Abelhas","","","","","","Guaxupé","Guaxupé",""
"","http://pt.wikipedia.org/wiki/Comuna_de_Wierzchowo","","","","","","","","","","","","Comuna de Wierzchowo","Wierzchowo",""
"","http://pt.wikipedia.org/wiki/Rio_Ciorogârla","","","","","","","","","","","","Rio Ciorogârla","Rio Ciorogârla",""
"","http://pt.wikipedia.org/wiki/31536_1999_CX150","","","","","","","","","","","","31536 1999 CX150","1999 CX150",""
"","http://pt.wikipedia.org/wiki/Tuanake","","","","","","","","","","","","Tuanake","Tuanake",""
"","http://pt.wikipedia.org/wiki/Meckesheim","","","","","","","","","","","","Meckesheim","Meckesheim",""
"","http://pt.wikipedia.org/wiki/Villerserine","","","","","","","","","","","","Villerserine","Villerserine",""
"","http://pt.wikipedia.org/wiki/Tabuleiro_do_Martins","","","","","","","","","","","","Tabuleiro do Martins","Tabuleiro do Martins",""
"","http://pt.wikipedia.org/wiki/Henderson_(Tennessee)","","","","","","","","","","","","Henderson (Tennessee)","Henderson",""
"","http://pt.wikipedia.org/wiki/Himmelpforten","","","","","","","","","","","","Himmelpforten","Himmelpforten",""
"","http://pt.wikipedia.org/wiki/San_Damiano_al_Colle","","","","","","","","","","","","San Damiano al Colle","San Damiano al Colle",""
"","http://pt.wikipedia.org/wiki/Meckenheim_(Renânia-Palatinado)","","","","","","","","","","","","Meckenheim (Renânia-Palatinado)","Meckenheim",""
"","http://pt.wikipedia.org/wiki/Grapa","","","","","","","","","","","","Grapa","Grapa",""
"","http://pt.wikipedia.org/wiki/(22877)_Reginamiller","","","","","","","","","","","","(22877) Reginamiller","1999 RR200",""
"","http://pt.wikipedia.org/wiki/Lambda_Velorum","","","","","","","","","","","","Lambda Velorum","λ Velorum","Alsuhail, Suhail,HD78647,HR3634, SAO 220878,HIP44816"
"","http://pt.wikipedia.org/wiki/3305_Ceadams","","","","","","","","","","","","3305 Ceadams","Ceadams",""
"","http://pt.wikipedia.org/wiki/36393_2000_OM42","","","","","","","","","","","","36393 2000 OM42","2000 OM42",""
"","http://pt.wikipedia.org/wiki/Vientiane_(prefeitura)","","","","","","","","","","","","Vientiane (prefeitura)","Vientiane (prefeitura)",""
"","http://pt.wikipedia.org/wiki/Rio_Miringuava","","","","","","","","","","","","Rio Miringuava","Rio Miringuava",""
"","http://pt.wikipedia.org/wiki/Pira_(Catalunha)","","","","","","","","","","","","Pira (Catalunha)","Pira",""
"","http://pt.wikipedia.org/wiki/Magude_(distrito)","","","","","","","","","","","","Magude (distrito)","Magude",""
"","http://pt.wikipedia.org/wiki/Tanahu_(distrito)","","","","","","","","","","","","Tanahu (distrito)","Tanahu",""
"","http://pt.wikipedia.org/wiki/10943_Brunier","","","","","","","","","","","","10943 Brunier","Brunier",""
"","http://pt.wikipedia.org/wiki/New_Holland_(Ohio)","","","","","","","","","","","","New Holland (Ohio)","New Holland",""
"","http://pt.wikipedia.org/wiki/Ventimiglia","","","","","","","","","","","","Ventimiglia","San Secondo;;Ventimiglia",""
"","http://pt.wikipedia.org/wiki/Castillejo_de_Martín_Viejo","","","","","","","","","","","","Castillejo de Martín Viejo","Castillejo de Martín Viejo",""
"","http://pt.wikipedia.org/wiki/Comuna_de_Łagiewniki","","","","","","","","","","","","Comuna de Łagiewniki","Łagiewniki",""
"","http://pt.wikipedia.org/wiki/Aeroporto_Internacional_de_Lubumbashi","","","","","","","","","","","","Aeroporto Internacional de Lubumbashi","Aeroporto Internacional de Lubumbashi",""
"","http://pt.wikipedia.org/wiki/Tafers","","","","","","","","","","","","Tafers","Tafers",""
"","http://pt.wikipedia.org/wiki/30217_2000_GA126","","","","","","","","","","","","30217 2000 GA126","2000 GA126",""
"","http://pt.wikipedia.org/wiki/Northfield_(Minnesota)","","","","","","","","","","","","Northfield (Minnesota)","Northfield",""
"","http://pt.wikipedia.org/wiki/NGC_6486","","","","","","","","","","","","NGC 6486","6486, MCG 5-42-6, ZWG 171.12, NPM1G +29.0417, PGC 61033;;NGC 6486",""
"","http://pt.wikipedia.org/wiki/Beta_Delphini","","","","","","","","","","","","Beta Delphini","β Delphini","Rotanev, Rotanen, Venator, 6 Delphini (Designação de Flamsteed), HD 196524, HIP 101769"
"","http://pt.wikipedia.org/wiki/23765_1998_MN16","","","","","","","","","","","","23765 1998 MN16","1998 MN16",""
"","http://pt.wikipedia.org/wiki/Castellar_de_la_Ribera","","","","","","","","","","","","Castellar de la Ribera","Castellar de la Ribera",""
"","http://pt.wikipedia.org/wiki/Rošci","","","","","","","","","","","","Rošci","Rošci",""
"","http://pt.wikipedia.org/wiki/Castilléjar","","","","","","","","","","","","Castilléjar","Castilléjar",""
"","http://pt.wikipedia.org/wiki/Estação_Quilín","","","","","","","","","","","","Estação Quilín","Quilín",""
"","http://pt.wikipedia.org/wiki/NGC_6082","","","","","","","","","","","","NGC 6082","ESO 390-G002, IRAS 16144-3414, PGC 57746;;NGC 6082",""
"","http://pt.wikipedia.org/wiki/4563_Kahnia","","","","","","","","","","","","4563 Kahnia","Kahnia",""
"","http://pt.wikipedia.org/wiki/Viševce","","","","","","","","","","","","Viševce","Viševce",""
"","http://pt.wikipedia.org/wiki/Estação_Kremliovskaia","","","","","","","","","","","","Estação Kremliovskaia","30pxKremliovskaia",""
"","http://pt.wikipedia.org/wiki/Gambassi_Terme","","","","","","","","","","","","Gambassi Terme","Gambassi Terme",""
"","http://pt.wikipedia.org/wiki/Junqueira_(Vale_de_Cambra)","","","","","","","","","","","","Junqueira (Vale de Cambra)","Junqueira",""
"","http://pt.wikipedia.org/wiki/Yankeetown","","","","","","","","","","","","Yankeetown","Yankeetown",""
"","http://pt.wikipedia.org/wiki/NGC_1703","","","","","","","","","","","","NGC 1703","1703, PGC 16234, ESO 119-19, AM 0452-594, IRAS04521-5949;;NGC 1703",""
"","http://pt.wikipedia.org/wiki/Saint-Hilaire-Bonneval","","","","","","","","","","","","Saint-Hilaire-Bonneval","Saint-Hilaire-Bonneval",""
"","http://pt.wikipedia.org/wiki/Nova_Brasília_(Campina_Grande)","","","","","","","","","","","","Nova Brasília (Campina Grande)","Nova Brasília",""
