"birthName","pseudonym","isPrimaryTopicOf","abbreviation","alternativeName","commonName","familyName","givenName","nick","surname","formerName","longName","dboName","originalName","label","foafName","alias"
"","","http://pt.wikipedia.org/wiki/James_Meredith_(atleta)","","","","","","","","","","","","James Meredith (atleta)","James ""Ted"" Meredith",""
"","","http://pt.wikipedia.org/wiki/Denise_Tavares","","","","","","","","","","","","Denise Tavares","Denise Fernandes Tavares",""
"","","http://pt.wikipedia.org/wiki/Alexander_Fersman","","","","","","","","","","","","Alexander Fersman","Alexander Fersman",""
"","","http://pt.wikipedia.org/wiki/Jéfferson_Feijão","","","","","","","","","","","","Jéfferson Feijão","Jéfferson Feijão;;Jéfferson Marques da Conceição",""
"","","http://pt.wikipedia.org/wiki/Elżbieta_Łukacijewska","","","","","","","","","","","","Elżbieta Łukacijewska","Elżbieta Łukacijewska",""
"","","http://pt.wikipedia.org/wiki/António_Paulo_Sanches_Semedo","","","","","","","","","","","","António Paulo Sanches Semedo","António Paulo Sanches Semedo;;Semedo",""
"","","http://pt.wikipedia.org/wiki/Sibá_Machado","","","","","","","","","","","","Sibá Machado","",""
"","","http://pt.wikipedia.org/wiki/Azevedo_Silva","","","","","Luis Azevedo Silva","","","","","","","Azevedo Silva","Azevedo Silva",""
"","","http://pt.wikipedia.org/wiki/Julio_César_Falcioni","","","","","","La Araña, El Emperador, J, El Facha;;Pelusa, Bulldog, El Gato,","","","","","","Julio César Falcioni","Julio César Falcioni",""
"José Valdemir da Silva Gomes","","http://pt.wikipedia.org/wiki/Wal_Schenider","","","","","","","","","","","","Wal Schenider","Wal Schneider",""
"","","http://pt.wikipedia.org/wiki/DJ_Dolores","","","","","Hélder Aragão","","","","","","","DJ Dolores","DJ Dolores",""
"","","http://pt.wikipedia.org/wiki/Simon_Schoch","","","","","","","","","","","","Simon Schoch","Simon Schoch",""
"","","http://pt.wikipedia.org/wiki/Jay_Sebring","","","","","","","","","","","","Jay Sebring","Jay Sebring;;Thomas John Kummer",""
"","","http://pt.wikipedia.org/wiki/Daniel_Gauvry","","","","","","","","","","","","Daniel Gauvry","Daniel Gauvry",""
"","","http://pt.wikipedia.org/wiki/Eliel_José_Martins_Santos","","","","","","Pantera, P1","","","","","","Eliel José Martins Santos","Eliel José Martins Santos;;Pantera",""
"Lizzie Brocheré","","http://pt.wikipedia.org/wiki/Lizzie_Brocheré","","","","","","","","","","","","Lizzie Brocheré","Lizzie Brocheré",""
"","","http://pt.wikipedia.org/wiki/Haçane_ibne_Zaide","","","","","","","","","","","","Haçane ibne Zaide","Haçane ibne Zaide",""
"","","http://pt.wikipedia.org/wiki/José_Eduardo_Franco","","","","","","","","","","","","José Eduardo Franco","",""
"","","http://pt.wikipedia.org/wiki/Albrecht_von_Haller","","","","","","","","","","","","Albrecht von Haller","Albrecht von Haller",""
"","","http://pt.wikipedia.org/wiki/Pär_Zetterberg","","","","","","","","","","","","Pär Zetterberg","Pär Zetterberg",""
"Viggo Peter Mortensen, Jr.","","http://pt.wikipedia.org/wiki/Viggo_Mortensen","","","","","","","","","","","","Viggo Mortensen","Viggo Mortensen",""
"","","http://pt.wikipedia.org/wiki/Barbara_Rittner","","","","","","","","","","","","Barbara Rittner","Barbara Rittner",""
"","","http://pt.wikipedia.org/wiki/Diomedão","","","","","","","","","","","","Diomedão","Diomedão",""
"","","http://pt.wikipedia.org/wiki/Chen_Guangcheng","","","","","","","","","","","","Chen Guangcheng","Chen Guangcheng",""
"","","http://pt.wikipedia.org/wiki/Gaspar_Llamazares","","","","","","","","","","","","Gaspar Llamazares","Gaspar Llamazares;;Gaspar Llamazares Trigo",""
"","","http://pt.wikipedia.org/wiki/Johnny_Kreiss","","","","","","","","","","","","Johnny Kreiss","Johnny Kreiss",""
"","","http://pt.wikipedia.org/wiki/Thomas_Siani","","","","","","","","","","","","Thomas Siani","Thomas Siani",""
"","","http://pt.wikipedia.org/wiki/Simon_van_Poelgeest","","","","","","","","","","","","Simon van Poelgeest","Simon van Poelgeest",""
"","","http://pt.wikipedia.org/wiki/Michael_O'Hare","","","","","","","","","","","","Michael O'Hare","Michael O'Hare",""
"","","http://pt.wikipedia.org/wiki/Denis_Brean","","","","","","","","","","","","Denis Brean","Augusto Duarte Ribeiro;;Denis Brean",""
"","","http://pt.wikipedia.org/wiki/Ivã_IV_da_Rússia","","","","","","","","","","","","Ivã IV da Rússia","Ivã IV;;Ivã Vasilyevich",""
"","","http://pt.wikipedia.org/wiki/Lola_Sánchez","","","","","","","","","","","","Lola Sánchez","María Dolores Sánchez Caldentey",""
"","","http://pt.wikipedia.org/wiki/An-Nasir","","","","","","","","","","","","An-Nasir","Abu l-Abbas Ahmad ibn al-Mustadi an-Nasir li-Dini llah;;An-Nasir ou al-Nasir",""
"","","http://pt.wikipedia.org/wiki/Sophus_Nielsen","","","","","","","","","","","","Sophus Nielsen","Sophus Erhard Nielsen;;Sophus Nielsen",""
"","","http://pt.wikipedia.org/wiki/Karen_Strassman","","","","","","","","","","","","Karen Strassman","Karen Strassman",""
"","","http://pt.wikipedia.org/wiki/Ludolph_van_Ceulen","","","","","","","","","","","","Ludolph van Ceulen","Ludolph van Ceulen",""
"","","http://pt.wikipedia.org/wiki/Ingvar_Gärd","","","","","","","","","","","","Ingvar Gärd","Gustaf Ingvar Bertil Gärd;;Ingvar Gärd",""
"","","http://pt.wikipedia.org/wiki/Wynton_Kelly","","","","","","","","","","","","Wynton Kelly","Wynton Kelly",""
"","","http://pt.wikipedia.org/wiki/Anne_Blunt","","","","","","","","","","","","Anne Blunt","Anne Isabella Noel Blunt;;Lady Anne Blunt",""
"","","http://pt.wikipedia.org/wiki/Shi_De_Yang","","","","","","","","","","","","Shi De Yang","",""
"","","http://pt.wikipedia.org/wiki/João_Dias_(cantor)","","","","","João Dias Rodrigues Filho","","","","","","","João Dias (cantor)","João Dias",""
"","","http://pt.wikipedia.org/wiki/Shelley_Conn","","","","","","","","","","","","Shelley Conn","Shelley Conn",""
"","","http://pt.wikipedia.org/wiki/Aleksandr_Averin","","","","","","","","","","","","Aleksandr Averin","Aleksandr Averin",""
"","","http://pt.wikipedia.org/wiki/André_de_Peschiera","","","","","","","","","","","","André de Peschiera","Beato André de Peschiera,C.O.P.",""
"","","http://pt.wikipedia.org/wiki/Eddy_Schepers","","","","","","","","","","","","Eddy Schepers","Eddy Schepers",""
"","","http://pt.wikipedia.org/wiki/Robert_H._Scanlan","","","","","","","","","","","","Robert H. Scanlan","Robert H. Scanlan",""
"","","http://pt.wikipedia.org/wiki/Kerstin_Stegemann","","","","","","","","","","","","Kerstin Stegemann","Kerstin Stegemann",""
"","","http://pt.wikipedia.org/wiki/Mai_Kuraki","","","","","","Mai K","","","","","","Mai Kuraki","Mai Kuraki",""
"","","http://pt.wikipedia.org/wiki/Jean-Pierre_Wintenberger","","","","","","","","","","","","Jean-Pierre Wintenberger","Jean-Pierre Wintenberger",""
"Julie Anne Smith","","http://pt.wikipedia.org/wiki/Julianne_Moore","","","","","","","","","","","","Julianne Moore","Julianne Moore",""
"","","http://pt.wikipedia.org/wiki/Barbara_Mikulski","","","","","","","","","","","","Barbara Mikulski","Barbara Mikulski",""
"","","http://pt.wikipedia.org/wiki/Anco_Márcio","","","","","","","","","","","","Anco Márcio","Anco Márcio",""
"","","http://pt.wikipedia.org/wiki/Frederica_Carolina_de_Saxe-Coburgo-Saalfeld","","","","","","","","","","","","Frederica Carolina de Saxe-Coburgo-Saalfeld","Frederica Carolina de Saxe-Coburgo-Saalfeld",""
"","","http://pt.wikipedia.org/wiki/Oleg_Logvin","","","","","","","","","","","","Oleg Logvin","Oleg Logvin",""
"","","http://pt.wikipedia.org/wiki/David_Odonkor","","","","","","","","","","","","David Odonkor","David Odonkor",""
"Lana Evelyn Rhodes de Oliveira","","http://pt.wikipedia.org/wiki/Lana_Rodes","","","","","","","","","","","","Lana Rodes","Lana Rhodes",""
"","","http://pt.wikipedia.org/wiki/Celina_Vargas_do_Amaral_Peixoto","","","","","","","","","","","","Celina Vargas do Amaral Peixoto","Celina Vargas do Amaral Peixoto",""
"","","http://pt.wikipedia.org/wiki/Rita_de_Cássia","","","","","","","","","","","","Rita de Cássia","Santa Rita de Cássia",""
"","","http://pt.wikipedia.org/wiki/Luis_Felipe_Gruber","","","","","","Gruber","","","","","","Luis Felipe Gruber","Luis Felipe Gruber",""
"","","http://pt.wikipedia.org/wiki/José_Rodrigues_dos_Santos","","","","","","","","","","","","José Rodrigues dos Santos","",""
"","","http://pt.wikipedia.org/wiki/Kenneth_Parcell","","","","","","","","","","","","Kenneth Parcell","Kenneth Parcell","""Kenneth, o paquete"""
"","","http://pt.wikipedia.org/wiki/Alain_Boghossian","","","","","","","","","","","","Alain Boghossian","Alain Boghossian;;Boghossian",""
"","","http://pt.wikipedia.org/wiki/João_Vitti","","","","","","","","","","","","João Vitti","João Vitti",""
"Jason Jordan Segel","","http://pt.wikipedia.org/wiki/Jason_Segel","","","","","","","","","","","","Jason Segel","Jason Segel",""
"","","http://pt.wikipedia.org/wiki/Kid_Mônius_e_Ted_Tampinha","","","","","","","","","","","","Kid Mônius e Ted Tampinha","Kid Mônius e Ted Tampinha",""
"","","http://pt.wikipedia.org/wiki/Cristiano_V_da_Dinamarca","","","","","","","","","","","","Cristiano V da Dinamarca","Cristiano V",""
"","","http://pt.wikipedia.org/wiki/Bernardo_José_Maria_Lorena_e_Silveira","","","","","","","","","","","","Bernardo José Maria Lorena e Silveira","Bernardo José Maria Lorena e Silveira",""
"","","http://pt.wikipedia.org/wiki/José_Santos_Zelaya","","","","","","","","","","","","José Santos Zelaya","José Santos Zelaya",""
"","","http://pt.wikipedia.org/wiki/Rainério_de_Monferrato","","","","","","","","","","","","Rainério de Monferrato","Rainério de Monferrato",""
"","","http://pt.wikipedia.org/wiki/Norman_Pirie","","","","","","","","","","","","Norman Pirie","Norman Pirie",""
"","","http://pt.wikipedia.org/wiki/Romualdo_de_Ravena","","","","","","","","","","","","Romualdo de Ravena","São Romualdo de Ravena",""
"","","http://pt.wikipedia.org/wiki/Camille_Raquin","","","","","","","","","","","","Camille Raquin","Camille Raquin",""
"","","http://pt.wikipedia.org/wiki/Carl_Boyer","","","","","","","","","","","","Carl Boyer","Carl Boyer",""
"","","http://pt.wikipedia.org/wiki/Théodore_Géricault","","","","","","","","","","","","Théodore Géricault","Jean-Louis André Théodore Géricault;;Théodore Géricault",""
"","","http://pt.wikipedia.org/wiki/Iázide_ibne_Abi_Sufiane","","","","","","","","","","","","Iázide ibne Abi Sufiane","",""
"","","http://pt.wikipedia.org/wiki/John_Ridley","","","","","","","","","","","","John Ridley","John Ridley",""
"","","http://pt.wikipedia.org/wiki/Pierre_Dupuy","","","","","","","","","","","","Pierre Dupuy","",""
"","","http://pt.wikipedia.org/wiki/Russell_Hitchcock","","","","","","","","","","","","Russell Hitchcock","Russell Hitchcock",""
"","","http://pt.wikipedia.org/wiki/Desidério_Murcho","","","","","","","","","","","","Desidério Murcho","Desidério Murcho;;Desidério Orlando Figueiredo Murcho",""
"","","http://pt.wikipedia.org/wiki/Laurêncio_(conde)","","","","","","","","","","","","Laurêncio (conde)","Laurêncio",""
"","","http://pt.wikipedia.org/wiki/Anak_Saleha","","","","","","","","","","","","Anak Saleha","Pengiran Anak Saleha;;Saleha Mohamed Alam",""
"","","http://pt.wikipedia.org/wiki/Torsten_Gutsche","","","","","","","","","","","","Torsten Gutsche","Torsten Gutsche;;Torsten René Gutsche",""
"","","http://pt.wikipedia.org/wiki/Aloísio_Magalhães","","","","","","","","","","","","Aloísio Magalhães","Aloísio Magalhães;;Aloísio Sérgio Barbosa de Magalhães",""
"","","http://pt.wikipedia.org/wiki/Espúrio_Papírio_Crasso","","","","","","","","","","","","Espúrio Papírio Crasso","Espúrio Papírio Crasso",""
"","","http://pt.wikipedia.org/wiki/Marilyn_Agliotti","","","","","","","","","","","","Marilyn Agliotti","Marilyn Agliotti",""
"","","http://pt.wikipedia.org/wiki/Célia_Villela","","","","","","","","","","","","Célia Villela","Célia Villela",""
"","","http://pt.wikipedia.org/wiki/Darryl_Webster","","","","","","","","","","","","Darryl Webster","Darryl Webster",""
"","","http://pt.wikipedia.org/wiki/Edir_Macedo","","","","","","","","","","","","Edir Macedo","Edir Macedo;;Edir Macedo Bezerra",""
"Arthur Douglas Hotaling","","http://pt.wikipedia.org/wiki/Arthur_Hotaling","","","","","","Arthur D. Hotaling","","","","","","Arthur Hotaling","Arthur Hotaling","Arthur D. Hotaling"
"","","http://pt.wikipedia.org/wiki/Vincenzo_Viviani","","","","","","","","","","","","Vincenzo Viviani","Vincenzo Viviani",""
"","","http://pt.wikipedia.org/wiki/Vanessa_Gusmeroli","","","","","","","","","","","","Vanessa Gusmeroli","Vanessa Gusmeroli",""
"","","http://pt.wikipedia.org/wiki/Daniel_Gorenstein","","","","","","","","","","","","Daniel Gorenstein","Daniel Gorenstein",""
"","","http://pt.wikipedia.org/wiki/Louis_Eugène_Bouvier","","","","","","","","","","","","Louis Eugène Bouvier","Louis Eugène Bouvier",""
"","","http://pt.wikipedia.org/wiki/Fernando_Anitelli","","","","","Fernando Eduardo Silva Anitelli","","","","","","","Fernando Anitelli","Fernando Anitelli",""
"","","http://pt.wikipedia.org/wiki/Stefani_Bismpikou","","","","","","Steffi, Fifi","","","","","","Stefani Bismpikou","Stefani Bismpikou",""
"","","http://pt.wikipedia.org/wiki/Karl-Heinz_Rädler","","","","","","","","","","","","Karl-Heinz Rädler","Karl-Heinz Rädler",""
"","","http://pt.wikipedia.org/wiki/Alcino_(filósofo)","","","","","","","","","","","","Alcino (filósofo)","Alcino",""
"","","http://pt.wikipedia.org/wiki/João_Cravinho","","","","","","","","","","","","João Cravinho","João Cravinho",""
"","","http://pt.wikipedia.org/wiki/Jorge_Falleiros","","","","","","","","","","","","Jorge Falleiros","Jorge Falleiros",""
"","","http://pt.wikipedia.org/wiki/Dallas_Green","","","","","Dallas John Green","","","","","","","Dallas Green","Dallas Green",""
"","","http://pt.wikipedia.org/wiki/Jorge_Guilherme_da_Grã-Bretanha","","","","","","","","","","","","Jorge Guilherme da Grã-Bretanha","Jorge Guilherme da Grã-Bretanha",""
"","","http://pt.wikipedia.org/wiki/Andrew_Hill","","","","","","","","","","","","Andrew Hill","Andrew Hill",""
"","","http://pt.wikipedia.org/wiki/Horácio_da_Costa_Santos","","","","","","","","","","","","Horácio da Costa Santos","Horácio da Costa;;Horácio da Costa Santos",""
"","","http://pt.wikipedia.org/wiki/Roman_Kozak","","","","","","","","","","","","Roman Kozak","Roman Kozak",""
"","","http://pt.wikipedia.org/wiki/Cneu_Cornélio_Cipião_Calvo","","","","","","","","","","","","Cneu Cornélio Cipião Calvo","Cneu Cornélio Cipião Calvo",""
"","","http://pt.wikipedia.org/wiki/Pietro_Anastasi","","","","","","","","","","","","Pietro Anastasi","Pietro Anastasi",""
"","","http://pt.wikipedia.org/wiki/João_V,_Duque_da_Bretanha","","","","","","","","","","","","João V, Duque da Bretanha","João V",""
"","","http://pt.wikipedia.org/wiki/Jorge_Lafond","","","","","","","","","","","","Jorge Lafond","Jorge Lafond;;Jorge Luís Sousa Lima",""
"","","http://pt.wikipedia.org/wiki/Isaac_Comneno_(irmão_de_Aleixo_I)","","","","","","","","","","","","Isaac Comneno (irmão de Aleixo I)","Isaac Comneno",""
"","","http://pt.wikipedia.org/wiki/Martins_Pena","","","","","","","","","","","","Martins Pena","Luís Carlos Martins Pena;;Martins Pena",""
"","","http://pt.wikipedia.org/wiki/Fernanda_Cunha","","","","","","","","","","","","Fernanda Cunha","Fernanda Correa Costa Cunha;;Fernanda Cunha",""
"","","http://pt.wikipedia.org/wiki/Viggo_Kampmann","","","","","","","","","","","","Viggo Kampmann","Viggo Kampmann",""
"","","http://pt.wikipedia.org/wiki/Herb_McKenley","","","","","","","","","","","","Herb McKenley","Herb McKenley;;Herbert Henry McKenley",""
"","","http://pt.wikipedia.org/wiki/Mary_Rand","","","","","","","","","","","","Mary Rand","Mary Rand",""
"","","http://pt.wikipedia.org/wiki/Manny_Elias","","","","","Manny Elias","","","","","","","Manny Elias","",""
"","","http://pt.wikipedia.org/wiki/Péricles_Chamusca","","","","","","","","","","","","Péricles Chamusca","Péricles Chamusca;;Péricles Raimundo Oliveira Chamusca",""
"","","http://pt.wikipedia.org/wiki/Aristides_de_Atenas","","","","","","","","","","","","Aristides de Atenas","Santo Aristides de Atenas",""
"","","http://pt.wikipedia.org/wiki/Anastasia_Romanovna","","","","","","","","","","","","Anastasia Romanovna","Anastasia Romanovna;;Anastasia Romanovna Zakharyina-Yurieva",""
"","","http://pt.wikipedia.org/wiki/João_de_Meneses,_o_Craveiro","","","","","","","","","","","","João de Meneses, o Craveiro","D. João de Meneses, o Craveiro",""
"","","http://pt.wikipedia.org/wiki/Cristiano_de_Hanôver_(1885–1901)","","","","","","","","","","","","Cristiano de Hanôver (1885–1901)","Christian Friedrich Wilhelm Georg Peter Waldemar;;Cristiano",""
"","","http://pt.wikipedia.org/wiki/Ana_de_Habsburgo-Jagelão","","","","","","","","","","","","Ana de Habsburgo-Jagelão","Ana da Áustria",""
"","","http://pt.wikipedia.org/wiki/Michael_Streiter","","","","","","","","","","","","Michael Streiter","Michael Streiter",""
"","","http://pt.wikipedia.org/wiki/Francisco_de_Paula_Cavalcanti_de_Albuquerque","","","","","","","","","","","","Francisco de Paula Cavalcanti de Albuquerque","Francisco de Paula Cavalcanti de Albuquerque",""
"","","http://pt.wikipedia.org/wiki/Erik_Marmo","","","","","","","","","","","","Erik Marmo","Erik Marmo",""
"","","http://pt.wikipedia.org/wiki/Heinrich_Laube","","","","","","","","","","","","Heinrich Laube","Heinrich Laube",""
"","","http://pt.wikipedia.org/wiki/Klaus-Dietrich_Flade","","","","","","","","","","","","Klaus-Dietrich Flade","Klaus-Dietrich Flade",""
"","","http://pt.wikipedia.org/wiki/Dave_Bruylandts","","","","","","","","","","","","Dave Bruylandts","Dave Bruylandts",""
"","","http://pt.wikipedia.org/wiki/Huang_Xu","","","","","","","","","","","","Huang Xu","Emchinês simplificado: 黄旭;;HUANG Xu;;Huang Xu",""
"","","http://pt.wikipedia.org/wiki/Carson_McCullers","","","","","","","","","","","","Carson McCullers","",""
"","","http://pt.wikipedia.org/wiki/Marek_Mintál","","","","","","","","","","","","Marek Mintál","Marek Mintál",""
"","","http://pt.wikipedia.org/wiki/Otávio_Toledo","","","","","","","","","","","","Otávio Toledo","Otávio Toledo",""
"","Chespirito;;RGB","http://pt.wikipedia.org/wiki/Roberto_Gómez_Bolaños","","","","","","","","","","","","Roberto Gómez Bolaños","Roberto Gómez Bolaños",""
"","","http://pt.wikipedia.org/wiki/Robert_Dean","","","","","","","","","","","","Robert Dean","Robert Orel Dean",""
"","","http://pt.wikipedia.org/wiki/Federica_Montseny","","","","","","","","","","","","Federica Montseny","Federica Montseny",""
"","","http://pt.wikipedia.org/wiki/Frederico_Carlos_da_Prússia_(1893–1917)","","","","","","","","","","","","Frederico Carlos da Prússia (1893–1917)","Frederico Carlos",""
"","","http://pt.wikipedia.org/wiki/Tatiana_Petrova","","","","","","","","","","","","Tatiana Petrova","Tatiana Petrova;;Tatiana Vladimirovna Petrova",""
"","","http://pt.wikipedia.org/wiki/Christian_Lopez","","","","","","","","","","","","Christian Lopez","Christian Lopez;;Lopez",""
"","","http://pt.wikipedia.org/wiki/Ricardo_Daniel_Antunes_Ribeiro","","","","","","","","","","","","Ricardo Daniel Antunes Ribeiro","Ribeiro;;Ricardo Daniel Antunes Ribeiro",""
"","","http://pt.wikipedia.org/wiki/John_Stenhouse","","","","","","","","","","","","John Stenhouse","John Stenhouse",""
"Elisa Lucinda dos Campos Gomes","","http://pt.wikipedia.org/wiki/Elisa_Lucinda","","","","","","","","","","","","Elisa Lucinda","Elisa Lucinda",""
"","","http://pt.wikipedia.org/wiki/Shawn_Mullins","","","","","Shawn Mullins","","","","","","","Shawn Mullins","Shawn Mullins",""
"","","http://pt.wikipedia.org/wiki/Khaldoon_Al_Mubarak","","","","","","","","","","","","Khaldoon Al Mubarak","Khaldoon Al Mubarak",""
"","","http://pt.wikipedia.org/wiki/John_Gribbin","","","","","","","","","","","","John Gribbin","John Gribbin",""
"","","http://pt.wikipedia.org/wiki/Pamela_Melroy","","","","","","","","","","","","Pamela Melroy","Pamela Melroy",""
"","","http://pt.wikipedia.org/wiki/Carly_Gullickson","","","","","","","","","","","","Carly Gullickson","Carly Gullickson",""
"","","http://pt.wikipedia.org/wiki/Charles_Massonnet","","","","","","","","","","","","Charles Massonnet","Charles Massonnet",""
"","","http://pt.wikipedia.org/wiki/Annes_Gualberto","","","","","","","","","","","","Annes Gualberto","Annes Gualberto",""
"","","http://pt.wikipedia.org/wiki/Leonardo_Rodrigo_da_Silva_Martins","","","","","","","","","","","","Leonardo Rodrigo da Silva Martins","Leonardo Martins;;Leonardo Rodrigo da Silva Martins",""
"","","http://pt.wikipedia.org/wiki/James_Beattie","","","","","","","","","","","","James Beattie","James Beattie;;James Scott Beattie",""
"","","http://pt.wikipedia.org/wiki/Patricia_Mayr-Achleitner","","","","","","","","","","","","Patricia Mayr-Achleitner","Patricia Mayr-Achleitner",""
"","","http://pt.wikipedia.org/wiki/Rolf-Dieter_Amend","","","","","","","","","","","","Rolf-Dieter Amend","Rolf-Dieter Amend",""
"","","http://pt.wikipedia.org/wiki/Dagny_Mellgren","","","","","","","","","","","","Dagny Mellgren","Dagny Mellgren",""
"Tadeu dos Santos Mello","","http://pt.wikipedia.org/wiki/Tadeu_Mello","","","","","","","","","","","","Tadeu Mello","Tadeu Mello",""
"","","http://pt.wikipedia.org/wiki/Helmut_Benkendorff","","","","","","","","","","","","Helmut Benkendorff","Helmut Benkendorff",""
"","","http://pt.wikipedia.org/wiki/Daniela_Reis","","","","","","","","","","","","Daniela Reis","Daniela Reis",""
"","","http://pt.wikipedia.org/wiki/Andrónico_Contostefano","","","","","","","","","","","","Andrónico Contostefano","Andrónico Contostefano",""
"","","http://pt.wikipedia.org/wiki/Esposa_de_Júlio_Nepos","","","","","","","","","","","","Esposa de Júlio Nepos","Esposa de Júlio Nepos",""
"Toby Michael C.A. Hemingway","","http://pt.wikipedia.org/wiki/Toby_Hemingway","","","","","","","","","","","","Toby Hemingway","Toby Hemingway",""
"","","http://pt.wikipedia.org/wiki/Rita_Amada_de_Jesus","","","","","","","","","","","","Rita Amada de Jesus","Beata Rita Amada de Jesus",""
"","","http://pt.wikipedia.org/wiki/Red_Klotz","","","","","","","","","","","","Red Klotz","Red Klotz",""
"","","http://pt.wikipedia.org/wiki/Misha_Cross","","","","","","Mischa Cross","","","","","","Misha Cross","Misha Cross",""
"","","http://pt.wikipedia.org/wiki/Monica_Valvik","","","","","","","","","","","","Monica Valvik","Monica Valvik",""
"","","http://pt.wikipedia.org/wiki/Norberto_Pereira_Marinho_Neto","","","","","","","","","","","","Norberto Pereira Marinho Neto","Norberto;;Norberto Pereira Marinho Neto",""
"","","http://pt.wikipedia.org/wiki/Nurbol_Zhumaskaliyev","","","","","","","","","","","","Nurbol Zhumaskaliyev","Nurbol Zhumaskaliyev",""
"","","http://pt.wikipedia.org/wiki/Heo_Jeong","","","","","","","","","","","","Heo Jeong","Heo Jeong",""
"","","http://pt.wikipedia.org/wiki/Pedro_Américo","","","","","","","","","","","","Pedro Américo","Pedro Américo",""
"","","http://pt.wikipedia.org/wiki/Nico_Pulzetti","","","","","","","","","","","","Nico Pulzetti","Nico Pulzetti",""
"","","http://pt.wikipedia.org/wiki/Inese_Jaunzeme","","","","","","","","","","","","Inese Jaunzeme","Inese Jaunzeme",""
"","","http://pt.wikipedia.org/wiki/Pedro_Nuno_Santos","","","","","","","","","","","","Pedro Nuno Santos","Pedro Nuno Santos;;Pedro Nuno de Oliveira Santos",""
"","","http://pt.wikipedia.org/wiki/David_Mamet","","","","","","","","","","","","David Mamet","David Mamet",""
"","","http://pt.wikipedia.org/wiki/Brandon_Stokley","","","","","","","","","","","","Brandon Stokley","Brandon Stokley",""
"","","http://pt.wikipedia.org/wiki/Filipe_III_de_França","","","","","","","","","","","","Filipe III de França","Filipe III",""
"","","http://pt.wikipedia.org/wiki/Alfred_Gordon_Gaydon","","","","","","","","","","","","Alfred Gordon Gaydon","Alfred Gordon Gaydon",""
"","","http://pt.wikipedia.org/wiki/Francisco_Palencia","","","","","","El Niño, El Gatillero, Paco, El greñas","","","","","","Francisco Palencia","Francisco Palencia;;Juan Francisco Palencia Hernández",""
"","","http://pt.wikipedia.org/wiki/Carlos_Alberto_de_Sousa","","","","","","","","","","","","Carlos Alberto de Sousa","Carlos Alberto de Sousa",""
"","","http://pt.wikipedia.org/wiki/Hurricane_Chris","","","","","Christon Dooley Jr.","","","","","","","Hurricane Chris","Hurricane Chris",""
"","","http://pt.wikipedia.org/wiki/Renivaldo_Pereira_de_Jesus","","","","","","Pena","","","","","","Renivaldo Pereira de Jesus","Pena;;Renivaldo Pereira de Jesus",""
"","","http://pt.wikipedia.org/wiki/John_Powell","","","","","John Powell","","","","","","","John Powell","John Powell",""
"","","http://pt.wikipedia.org/wiki/Jean_Baptiste_Senderens","","","","","","","","","","","","Jean Baptiste Senderens","Jean Baptiste Senderens",""
"","","http://pt.wikipedia.org/wiki/Arthur_Johnston","","","","","","","","","","","","Arthur Johnston","Arthur Johnston",""
"","","http://pt.wikipedia.org/wiki/Oldřich_Červinka","","","","","","","","","","","","Oldřich Červinka","Oldřich Červinka",""
"","","http://pt.wikipedia.org/wiki/Napoleone_Ferrara","","","","","","","","","","","","Napoleone Ferrara","Napoleone Ferrara",""
