"birthName","pseudonym","isPrimaryTopicOf","abbreviation","alternativeName","commonName","familyName","givenName","nick","surname","formerName","longName","dboName","originalName","label","foafName","alias"
"","","http://pt.wikipedia.org/wiki/Al-Muhtadi","","","","","","","","","","","","Al-Muhtadi","Al-Muhtadi;;المهتدي",""
"","","http://pt.wikipedia.org/wiki/Yohann_Diniz","","","","","","","","","","","","Yohann Diniz","Yohann Diniz",""
"","","http://pt.wikipedia.org/wiki/Ed_Lauter","","","","","","","","","","","","Ed Lauter","Ed Lauter",""
"","","http://pt.wikipedia.org/wiki/Kent_Haruf","","","","","","","","","","","","Kent Haruf","",""
"John Leroy Atwell","","http://pt.wikipedia.org/wiki/Roy_Atwell","","","","","","","","","","","","Roy Atwell","Roy Atwell",""
"","","http://pt.wikipedia.org/wiki/Minami_Takahashi","","","","","","Minami;;Takamina","","","","","","Minami Takahashi","Takahashi Minami (高橋 みなみ)",""
"","","http://pt.wikipedia.org/wiki/Johann_Ernst_Falke","","","","","","","","","","","","Johann Ernst Falke","Johann Ernst Falke",""
"","","http://pt.wikipedia.org/wiki/Natsuko_Aso","","","","","","","","","","","","Natsuko Aso","Natsuko Aso",""
"","","http://pt.wikipedia.org/wiki/Siegfried_Purner","","","","","","","","","","","","Siegfried Purner","Siegfried Purner",""
"","","http://pt.wikipedia.org/wiki/Pieter_van_Musschenbroek","","","","","","","","","","","","Pieter van Musschenbroek","Pieter van Musschenbroek",""
"","","http://pt.wikipedia.org/wiki/Wender_Coelho_da_Silva","","","","","","Teco","","","","","","Wender Coelho da Silva","Teco;;Wender Coelho da Silva",""
"","","http://pt.wikipedia.org/wiki/James_Moore_(pentatleta)","","","","","","","","","","","","James Moore (pentatleta)","James Moore",""
"","","http://pt.wikipedia.org/wiki/Franz_Beyer_(musicólogo)","","","","","","","","","","","","Franz Beyer (musicólogo)","Franz Beyer",""
"","","http://pt.wikipedia.org/wiki/Edward_Wright","","","","","","","","","","","","Edward Wright","Edward Wright",""
"","","http://pt.wikipedia.org/wiki/Nicéforo_I,_o_Logóteta","","","","","","","","","","","","Nicéforo I, o Logóteta","Nicéforo I",""
"","","http://pt.wikipedia.org/wiki/Estêvão_(filho_de_Calomaria)","","","","","","","","","","","","Estêvão (filho de Calomaria)","Estêvão",""
"","","http://pt.wikipedia.org/wiki/Lars_Wilhelm_Åberg","","","","","","","","","","","","Lars Wilhelm Åberg","Lars Wilhelm Åberg",""
"","","http://pt.wikipedia.org/wiki/Antonija_Mišura","","","","","","","","","","","","Antonija Mišura","Antonija Mišura",""
"","","http://pt.wikipedia.org/wiki/Lauro_Sodré_Lopes","","","","","","","","","","","","Lauro Sodré Lopes","Dr. Sodré Lopes;;Lauro Sodré Lopes",""
"","","http://pt.wikipedia.org/wiki/Aurelio_Marcelo_Godoi","","","","","","Godoi","","","","","","Aurelio Marcelo Godoi","Aurelio;;Aurelio Marcelo Godoi",""
"","","http://pt.wikipedia.org/wiki/José_Artur_Barbosa_de_Oliveira","","","","","","","","","","","","José Artur Barbosa de Oliveira","Artur;;José Artur Barbosa de Oliveira",""
"","","http://pt.wikipedia.org/wiki/Aldo_Perseke","","","","","","","","","","","","Aldo Perseke","Aldo Perseke",""
"","","http://pt.wikipedia.org/wiki/Willi_Biesenbach","","","","","","","","","","","","Willi Biesenbach","Willi Biesenbach",""
"","","http://pt.wikipedia.org/wiki/Jerome_Karle","","","","","","","","","","","","Jerome Karle","Jerome Karle",""
"","","http://pt.wikipedia.org/wiki/Adrian_Lester","","","","","","","","","","","","Adrian Lester","Adrian Lester",""
"","","http://pt.wikipedia.org/wiki/Rita_Quintero","","","","","","","","","","","","Rita Quintero","Rita Marie Quintero",""
"","","http://pt.wikipedia.org/wiki/Servet_Çetin","","","","","","","","","","","","Servet Çetin","Servet Çetin",""
"","","http://pt.wikipedia.org/wiki/Topper_Headon","","","","","Nicholas Bowen Headon","Topper","","","","","","Topper Headon","Topper Headon",""
"","","http://pt.wikipedia.org/wiki/Sunny_(cantora)","","","","","Lee Soon-kyu","Sunny, Sun, DJ Sun, Choi Danshin, Aegyo Queen, Energy Pill, Sunny Bunny, Variety Show Queen","","","","","","Sunny (cantora)","Sunny",""
"","","http://pt.wikipedia.org/wiki/Ibrahim_Hassan","","","","","","","","","","","","Ibrahim Hassan","Ibrahim Hassan;;Ibrahim Hassan Hussein",""
"","","http://pt.wikipedia.org/wiki/Atílio_Riccó","","","","","","","","","","","","Atílio Riccó","Atílio Riccó",""
"","","http://pt.wikipedia.org/wiki/Charles_Mingus","","","","","","","","","","","","Charles Mingus","Charles Mingus",""
"","","http://pt.wikipedia.org/wiki/Kostas_Katsouranis","","","","","","","","","","","","Kostas Katsouranis","Konstantínos Katsouránis;;Kóstas Katsouránis;;Κώστας Κατσουράνης",""
"","","http://pt.wikipedia.org/wiki/Tsuyoshi_Kusanagi","","","","","","","","","","","","Tsuyoshi Kusanagi","Tsuyoshi Kusanagi草彅 剛",""
"","","http://pt.wikipedia.org/wiki/Gui_Lin","","","","","","","","","","","","Gui Lin","Gui Lin;;Gui Lin22px",""
"","","http://pt.wikipedia.org/wiki/Henrique_de_Speyer","","","","","","","","","","","","Henrique de Speyer","Henrique de Speyer",""
"","","http://pt.wikipedia.org/wiki/Luís_José_de_Matos","","","","","","","","","","","","Luís José de Matos","Luís José de Matos",""
"","","http://pt.wikipedia.org/wiki/Dídimo_Otto_Kummer","","","","","","","","","","","","Dídimo Otto Kummer","Dídimo Otto Kummer",""
"","","http://pt.wikipedia.org/wiki/Pratibha_Patil","","","","","","","","","","","","Pratibha Patil","Pratibha Devisingh Patil;;Pratibha Patil",""
"","","http://pt.wikipedia.org/wiki/Scotty_Lago","","","","","","","","","","","","Scotty Lago","Scotty Lago",""
"","","http://pt.wikipedia.org/wiki/Caspar_Schmalkalden","","","","","","","","","","","","Caspar Schmalkalden","Caspar Schmalkalden",""
"","","http://pt.wikipedia.org/wiki/Winston_McCall","","","","","Winston Thomas McCall","","","","","","","Winston McCall","Winston McCall",""
"","","http://pt.wikipedia.org/wiki/Ely_Francisco_Corrêa","","","","","","","","","","","","Ely Francisco Corrêa","Ely Francisco Corrêa",""
"","","http://pt.wikipedia.org/wiki/Públio_(assessor)","","","","","","","","","","","","Públio (assessor)","Públio",""
"","","http://pt.wikipedia.org/wiki/Ricardo_Rio","","","","","","","","","","","","Ricardo Rio","Ricardo Rio",""
"","","http://pt.wikipedia.org/wiki/Óscar_Aguirregaray","","","","","","Vasco","","","","","","Óscar Aguirregaray","Óscar Aguirregaray;;Óscar Osvaldo Aguirregaray Acosta",""
"","","http://pt.wikipedia.org/wiki/Lúcio_Vetúrio_Filão_(cônsul_em_220_a.C.)","","","","","","","","","","","","Lúcio Vetúrio Filão (cônsul em 220 a.C.)","Lúcio Vetúrio Filão",""
"","","http://pt.wikipedia.org/wiki/Hristo_Markov","","","","","","","","","","","","Hristo Markov","Hristo Ganchev Markov;;Hristo Markov",""
"","","http://pt.wikipedia.org/wiki/Carlos_Luís_I_de_Hohenlohe-Langenburg","","","","","","","","","","","","Carlos Luís I de Hohenlohe-Langenburg","Carlos Luís I/III",""
"","","http://pt.wikipedia.org/wiki/Osmair_Cintra_de_Paula_Filho","","","","","","","","","","","","Osmair Cintra de Paula Filho","Mirita;;Osmair Cintra de Paula Filho",""
"","","http://pt.wikipedia.org/wiki/Vincent_Richards","","","","","","","","","","","","Vincent Richards","Vincent Richards",""
"","","http://pt.wikipedia.org/wiki/João_Carlos_Paes_Mendonça","","","","","","","","","","","","João Carlos Paes Mendonça","João Carlos Paes Mendonça",""
"","","http://pt.wikipedia.org/wiki/Georges_Heylens","","","","","","","","","","","","Georges Heylens","Georges Heylens",""
"","","http://pt.wikipedia.org/wiki/Edmond_Decottignies","","","","","","","","","","","","Edmond Decottignies","Edmond Decottignies",""
"","","http://pt.wikipedia.org/wiki/Eraldo_Anício_Gomes","","","","","","","","","","","","Eraldo Anício Gomes","Eraldo;;Eraldo Anício Gomes",""
"","","http://pt.wikipedia.org/wiki/Christian_Núñez","","","","","","Pichón","","","","","","Christian Núñez","Christian Núñez;;Christian Washington Núñez Medina",""
"","","http://pt.wikipedia.org/wiki/Romy_Kermer","","","","","","","","","","","","Romy Kermer","Romy Kermer;;Romy Österreich",""
"Marcia Anne Cross","","http://pt.wikipedia.org/wiki/Marcia_Cross","","","","","","","","","","","","Marcia Cross","Marcia Cross",""
"","","http://pt.wikipedia.org/wiki/Frank_Clarke","","","","","","Ace Aviator Frank ClarkFrank 'Spooks' ClarkFrank Clark","","","","","","Frank Clarke","Frank Clarke","Ace Aviator Frank ClarkFrank 'Spooks' ClarkFrank Clark"
"","","http://pt.wikipedia.org/wiki/Eugen_Kamber","","","","","","","","","","","","Eugen Kamber","Eugen Kamber",""
"","","http://pt.wikipedia.org/wiki/Helen_Bray","","","","","","","","","","","","Helen Bray","Helen Bray",""
"","","http://pt.wikipedia.org/wiki/Teodoreto","","","","","","","","","","","","Teodoreto","Teodoreto de Cirro;;Θεοδώρητος Κύρρου",""
"","","http://pt.wikipedia.org/wiki/Danny_Bejarano","","","","","","","","","","","","Danny Bejarano","Danny Bejarano;;Danny Bryan Bejarano Yañez",""
"","","http://pt.wikipedia.org/wiki/Breno_Moroni","","","","","","","","","","","","Breno Moroni","Breno Moroni",""
"","","http://pt.wikipedia.org/wiki/Renata_de_França","","","","","","","","","","","","Renata de França","Renata de Valois",""
"","","http://pt.wikipedia.org/wiki/Ove_Krogh_Rants","","","","","","","","","","","","Ove Krogh Rants","Ove Krogh Rants",""
"","","http://pt.wikipedia.org/wiki/Leila_Sobral","","","","","","","","","","","","Leila Sobral","Leila",""
"","","http://pt.wikipedia.org/wiki/Alexandra_Dulgheru","","","","","","","","","","","","Alexandra Dulgheru","Alexandra Dulgheru",""
"","","http://pt.wikipedia.org/wiki/Luciano_Galletti","","","","","","Huesito","","","","","","Luciano Galletti","Luciano Galletti;;Luciano Martín Galletti",""
"","","http://pt.wikipedia.org/wiki/Ruth_Fuchs","","","","","","","","","","","","Ruth Fuchs","Ruth Fuchs",""
"Isla Lang Fisher","","http://pt.wikipedia.org/wiki/Isla_Fisher","","","","","","Ayala Fisher","","","","","","Isla Fisher","Isla Fisher","Ayala Fisher"
"","","http://pt.wikipedia.org/wiki/Monica_Knudsen","","","","","","","","","","","","Monica Knudsen","Monica Knudsen",""
"","","http://pt.wikipedia.org/wiki/Bruno_Fressato_Cardoso","","","","","","","","","","","","Bruno Fressato Cardoso","Bruno Batata;;Bruno Fressato Cardoso",""
"","","http://pt.wikipedia.org/wiki/Célio_Moreira","","","","","","","","","","","","Célio Moreira","Célio de Cássio Moreira",""
"","","http://pt.wikipedia.org/wiki/Tadeusz_Wita","","","","","","","","","","","","Tadeusz Wita","Tadeusz Wita",""
"","","http://pt.wikipedia.org/wiki/Teodoro_Estudita","","","","","","","","","","","","Teodoro Estudita","São Teodoro, o Estudita",""
"","","http://pt.wikipedia.org/wiki/Janusz_Pyciak-Peciak","","","","","","","","","","","","Janusz Pyciak-Peciak","Janusz Pyciak-Peciak",""
"","","http://pt.wikipedia.org/wiki/Duarte_de_Meneses,_14.º_vice-rei_da_Índia","","","","","","","","","","","","Duarte de Meneses, 14.º vice-rei da Índia","Duarte de Meneses",""
"","","http://pt.wikipedia.org/wiki/Sebastián_Prieto","","","","","","","","","","","","Sebastián Prieto","Sebastián Prieto",""
"","","http://pt.wikipedia.org/wiki/Maria_Josefina_de_Saboia","","","","","","","","","","","","Maria Josefina de Saboia","Maria Josefina Luísa de Savoia;;Maria Josefina de Saboia",""
"","","http://pt.wikipedia.org/wiki/Feliciano_Filho","","","","","","","","","","","","Feliciano Filho","Feliciano Filho",""
"","","http://pt.wikipedia.org/wiki/Alcides_Nóbrega_Sial","","","","","","","","","","","","Alcides Nóbrega Sial","Alcides Nobrega Sial",""
"","","http://pt.wikipedia.org/wiki/Vladimír_Franz","","","","","","","","","","","","Vladimír Franz","Vladimír Franz",""
"","","http://pt.wikipedia.org/wiki/Köbi_Kuhn","","","","","","","","","","","","Köbi Kuhn","Jakob Kuhn;;Köbi Kuhn",""
"","","http://pt.wikipedia.org/wiki/Wilder_Morais","","","","","","","","","","","","Wilder Morais","Wilder Morais",""
"","","http://pt.wikipedia.org/wiki/Rockwell_Blake","","","","","","","","","","","","Rockwell Blake","Rockwell Blake",""
"","","http://pt.wikipedia.org/wiki/Lorenzo_Mascheroni","","","","","","","","","","","","Lorenzo Mascheroni","Lorenzo Mascheroni",""
"","","http://pt.wikipedia.org/wiki/Carlos_Esteban_Frontini","","","","","","Frongol, Front de Batalha, Tufão","","","","","","Carlos Esteban Frontini","Carlos Esteban Frontini;;Frontini",""
"","","http://pt.wikipedia.org/wiki/Maria_da_Conceição_Tavares","","","","","","","","","","","","Maria da Conceição Tavares","Maria da Conceição Tavares",""
"","","http://pt.wikipedia.org/wiki/Erik_Gustaf_Boström","","","","","","","","","","","","Erik Gustaf Boström","Erik Gustaf Boström",""
"","","http://pt.wikipedia.org/wiki/Robert_Richtmyer","","","","","","","","","","","","Robert Richtmyer","Robert Richtmyer",""
"","","http://pt.wikipedia.org/wiki/Berkicho","","","","","","","","","","","","Berkicho","Berkicho",""
"","","http://pt.wikipedia.org/wiki/Eduardo_Camaño","","","","","","","","","","","","Eduardo Camaño","Eduardo Oscar Camaño",""
"","Bernardo, O Japonês","http://pt.wikipedia.org/wiki/Bernardo_de_Kagoshima","","","","","","","","","","","","Bernardo de Kagoshima","Bernardo de Kagoshima",""
"","","http://pt.wikipedia.org/wiki/Bakary_Koné","","","","","","","","","","","","Bakary Koné","Bakary Koné",""
"","","http://pt.wikipedia.org/wiki/Helenira_Rezende","","","","","","","","","","","","Helenira Rezende","Helenira Rezende",""
"Riley Voelkel","","http://pt.wikipedia.org/wiki/Riley_Voelkel","","","","","","","","","","","","Riley Voelkel","Riley Voelkel",""
"Eduardo Nagle Marques","","http://pt.wikipedia.org/wiki/Duda_Nagle","","","","","","","","","","","","Duda Nagle","Eduardo Nagle",""
"","","http://pt.wikipedia.org/wiki/Lúcio_Cornélio_Maluginense_Uritino","","","","","","","","","","","","Lúcio Cornélio Maluginense Uritino","Lúcio Cornélio Maluginense Uritino",""
"","","http://pt.wikipedia.org/wiki/Stanisław_Stec","","","","","","","","","","","","Stanisław Stec","Stanisław Stec",""
"","","http://pt.wikipedia.org/wiki/Harry_Amorim_Costa","","","","","","","","","","","","Harry Amorim Costa","Harry Amorim Costa",""
"","","http://pt.wikipedia.org/wiki/Caso_Eliza_Samudio","","","","","","","","","","","","Caso Eliza Samudio","Eliza Samudio;;Eliza Silva Samudio",""
"","","http://pt.wikipedia.org/wiki/Konstantínos_Georgakópulos","","","","","","","","","","","","Konstantínos Georgakópulos","Konstantínos Georgakópulos",""
"","","http://pt.wikipedia.org/wiki/Carlos_Campos","","","","","","","","","","","","Carlos Campos","Carlos Campos;;Carlos Campos Silva",""
"","","http://pt.wikipedia.org/wiki/John_Herbert_Hollomon","","","","","","","","","","","","John Herbert Hollomon","John Herbert Hollomon",""
"","","http://pt.wikipedia.org/wiki/Vigdís_Finnbogadóttir","","","","","","","","","","","","Vigdís Finnbogadóttir","Vigdís Finnbogadóttir",""
"","","http://pt.wikipedia.org/wiki/Joe_Proctor","","","","","","","","","","","","Joe Proctor","Joe Proctor",""
"","","http://pt.wikipedia.org/wiki/José_Gomes_Monteiro","","","","","","","","","","","","José Gomes Monteiro","José Gomes Monteiro",""
"","","http://pt.wikipedia.org/wiki/Andrea_Stramaccioni","","","","","","","","","","","","Andrea Stramaccioni","Andrea Stramaccioni",""
"","","http://pt.wikipedia.org/wiki/Alfredo_Sirkis","","","","","","","","","","","","Alfredo Sirkis","Alfredo Hélio Sirkis",""
"","","http://pt.wikipedia.org/wiki/Frederick_Vine","","","","","","","","","","","","Frederick Vine","Frederick Vine",""
"","","http://pt.wikipedia.org/wiki/Gigâncio","","","","","","","","","","","","Gigâncio","Flávio Antêmio Isidoro",""
"","","http://pt.wikipedia.org/wiki/Scott_Kelly","","","","","","","","","","","","Scott Kelly","Scott Kelly",""
"","","http://pt.wikipedia.org/wiki/Omar_Sivori","","","","","","Mestre Telê, Fio de Esperança","","","","","","Omar Sivori","Enrique Omar Sívori;;Omar Sívori",""
"","","http://pt.wikipedia.org/wiki/Caio_Servílio_Tuca","","","","","","","","","","","","Caio Servílio Tuca","Caio Servílio Tuca",""
"","","http://pt.wikipedia.org/wiki/Alvin_Loftes","","","","","","","","","","","","Alvin Loftes","Alvin Loftes",""
"","","http://pt.wikipedia.org/wiki/Nick_Glennie-Smith","","","","","Nick Glennie-Smith","","","","","","","Nick Glennie-Smith","Nick Glennie-Smith",""
"","","http://pt.wikipedia.org/wiki/Alessandra_Santos_de_Oliveira","","","","","","","","","","","","Alessandra Santos de Oliveira","Alessandra;;Alessandra Santos de Oliveira",""
"","","http://pt.wikipedia.org/wiki/Magnus_Hestenes","","","","","","","","","","","","Magnus Hestenes","Magnus Rudolph Hestenes",""
"","","http://pt.wikipedia.org/wiki/Tommaso_Buscetta","","","","","","","","","","","","Tommaso Buscetta","Tommaso Buscetta",""
"","","http://pt.wikipedia.org/wiki/Jonny_Greenwood","","","","","Jonathan Richard Guy Greenwood","","","","","","","Jonny Greenwood","Jonny Greenwood",""
"","","http://pt.wikipedia.org/wiki/Paulo_Bormann_Zero","","","","","","","","","","","","Paulo Bormann Zero","Paulo Bormann Zero",""
"","","http://pt.wikipedia.org/wiki/George_Stibitz","","","","","","","","","","","","George Stibitz","George Stibitz",""
"","","http://pt.wikipedia.org/wiki/Peter_Daicos","","","","","","","","","","","","Peter Daicos","Peter Daicos",""
"","","http://pt.wikipedia.org/wiki/Rey_Rey","","","","","Ryeisha Berrain","Rye Rye","","","","","","Rey Rey","Rye Rye",""
"","","http://pt.wikipedia.org/wiki/Philipp_Furtwängler","","","","","","","","","","","","Philipp Furtwängler","Philipp Furtwängler",""
"","","http://pt.wikipedia.org/wiki/Auguste_Puységur","","","","","","","","","","","","Auguste Puységur","Auguste de Puységur",""
"","","http://pt.wikipedia.org/wiki/Alfonso_López_Michelsen","","","","","","","","","","","","Alfonso López Michelsen","Alfonso Antonio Lázaro López Michelsen",""
"","","http://pt.wikipedia.org/wiki/Otto_Maass","","","","","","","","","","","","Otto Maass","Otto Maass",""
"","","http://pt.wikipedia.org/wiki/Segestes","","","","","","","","","","","","Segestes","Segestes",""
"","","http://pt.wikipedia.org/wiki/Linda_Perry","","","","","Linda M. Perry","","","","","","","Linda Perry","Linda Perry",""
"","","http://pt.wikipedia.org/wiki/Camillo_Mastrocinque","","","","","","","","","","","","Camillo Mastrocinque","Camillo Mastrocinque",""
"","","http://pt.wikipedia.org/wiki/J._W._Dowling","","","","","","","","","","","","J. W. Dowling","J. W. Dowling",""
"","","http://pt.wikipedia.org/wiki/Ruggero_Berti","","","","","","","","","","","","Ruggero Berti","Ruggero Berti",""
"","","http://pt.wikipedia.org/wiki/Paul_Villon","","","","","","","","","","","","Paul Villon","Paul Villon",""
"","","http://pt.wikipedia.org/wiki/Agustín_Aranzábal","","","","","","","","","","","","Agustín Aranzábal","Agustín Aranzábal;;Agustín Aranzábal Alkorta",""
"","","http://pt.wikipedia.org/wiki/Jared_Hartmann","","","","","","","","","","","","Jared Hartmann","Jared Hartmann",""
"","","http://pt.wikipedia.org/wiki/Valon_Behrami","","","","","","","","","","","","Valon Behrami","Valon Behrami",""
"María Valverde Rodríguez","","http://pt.wikipedia.org/wiki/María_Valverde","","","","","","Maria Valverde","","","","","","María Valverde","Maria Valverde","Maria Valverde"
"","","http://pt.wikipedia.org/wiki/Peter_Holmberg","","","","","","","","","","","","Peter Holmberg","Peter Holmberg",""
"","","http://pt.wikipedia.org/wiki/Dominic_Johnson","","","","","","","","","","","","Dominic Johnson","Dominic Johnson",""
"","","http://pt.wikipedia.org/wiki/Carl_Chun","","","","","","","","","","","","Carl Chun","Carl Chun",""
"","","http://pt.wikipedia.org/wiki/João_Jorge_de_Monferrato","","","","","","","","","","","","João Jorge de Monferrato","João Jorge de Monferrato",""
"","","http://pt.wikipedia.org/wiki/Melhem_Barakat","","","","","","","","","","","","Melhem Barakat","Melhem Barakat;;ملحم بركات",""
"","","http://pt.wikipedia.org/wiki/Nathan_Appleton","","","","","","","","","","","","Nathan Appleton","Nathan Appleton",""
"","","http://pt.wikipedia.org/wiki/Jean_Bernard_Djambou","","","","","","","","","","","","Jean Bernard Djambou","Jean Bernard Djambou",""
"","","http://pt.wikipedia.org/wiki/Masta_Ace","","","","","Duval Clear","","","","","","","Masta Ace","Masta Ace",""
"","","http://pt.wikipedia.org/wiki/José_Alberto_Reis","","","","","José Alberto Cibrão Afonso Reis","","","","","","","José Alberto Reis","José Alberto Reis",""
"","","http://pt.wikipedia.org/wiki/Kenny_Florian","","","","","","","","","","","","Kenny Florian","Kenny Florian",""
"","","http://pt.wikipedia.org/wiki/Godwin_Okpara","","","","","","","","","","","","Godwin Okpara","Godwin Okpara",""
"","","http://pt.wikipedia.org/wiki/Edson_Coelho_Araújo","","","","","","","","","","","","Edson Coelho Araújo","Edinho Araújo",""
"Alexander Jerome Gould","","http://pt.wikipedia.org/wiki/Alexander_Gould","","","","","","","","","","","","Alexander Gould","Alexander Gould",""
"","","http://pt.wikipedia.org/wiki/Marino_Marini","","","","","","","","","","","","Marino Marini","Marino Marini",""
"","","http://pt.wikipedia.org/wiki/Efrain_Loyola","","","","","","","","","","","","Efrain Loyola","Efrain Loyola",""
"","","http://pt.wikipedia.org/wiki/Ellie_Bartowski","","","","","","","","","","","","Ellie Bartowski","""Ellie"" Bartowski-Woodcomb",""
"","","http://pt.wikipedia.org/wiki/Dóra_Lőwy","","","","","","","","","","","","Dóra Lőwy","Dóra Lőwy",""
"","","http://pt.wikipedia.org/wiki/Maria_Haglund","","","","","","","","","","","","Maria Haglund","Inger Anna Maria Haglund;;Maria Haglund",""
"Maria José Coelho Tavares","","http://pt.wikipedia.org/wiki/Maria_Tavares","","","","","","","","","","","","Maria Tavares","Maria Tavares",""
"","","http://pt.wikipedia.org/wiki/Mårten_Eskil_Winge","","","","","","","","","","","","Mårten Eskil Winge","Mårten Eskil Winge",""
"","","http://pt.wikipedia.org/wiki/Welder_Silva_Marçal","","","","","","Weldinho","","","","","","Welder Silva Marçal","Welder da Silva Marçal;;Weldinho",""
"","","http://pt.wikipedia.org/wiki/Pretinha","","","","","","","","","","","","Pretinha","Delma Gonçalves;;Pretinha",""
"","","http://pt.wikipedia.org/wiki/Esther_Jablonski","","","","","","","","","","","","Esther Jablonski","Esther Jablonski",""
"","","http://pt.wikipedia.org/wiki/Kurt_Browning","","","","","","","","","","","","Kurt Browning","Kurt Browning",""
"","","http://pt.wikipedia.org/wiki/Rodrigo_Araújo_de_Melo","","","","","","Goiano, Didi","","","","","","Rodrigo Araújo de Melo","Rodrigo Araújo de Melo",""
"","","http://pt.wikipedia.org/wiki/Gormo_da_Dinamarca","","","","","","","","","","","","Gormo da Dinamarca","Gormo, o Velho",""
"","","http://pt.wikipedia.org/wiki/Pablo_César_Aguilar","","","","","","","","","","","","Pablo César Aguilar","Pablo César Aguilar",""
"","","http://pt.wikipedia.org/wiki/Arthur_Knight","","","","","","","","","","","","Arthur Knight","Arthur Egerton Knight;;Arthur Knight",""
"","","http://pt.wikipedia.org/wiki/Zoltán_Magyar","","","","","","","","","","","","Zoltán Magyar","Zoltan Magyar",""
"","","http://pt.wikipedia.org/wiki/Solrun_Flatås","","","","","","","","","","","","Solrun Flatås","Solrun Flatås",""
"","","http://pt.wikipedia.org/wiki/Marco_Horácio_Barbato","","","","","","","","","","","","Marco Horácio Barbato","Marco Horácio Barbato",""
"","","http://pt.wikipedia.org/wiki/Maurice_Gillen","","","","","","","","","","","","Maurice Gillen","Maurice Gillen",""
"","","http://pt.wikipedia.org/wiki/Hermann_Arthur_Jahn","","","","","","","","","","","","Hermann Arthur Jahn","Hermann Arthur Jahn",""
"","","http://pt.wikipedia.org/wiki/Paulo_Baltazar","","","","","","","","","","","","Paulo Baltazar","Paulo Baltazar",""
"","","http://pt.wikipedia.org/wiki/Alarico","","","","","","","","","","","","Alarico","Alarico",""
"","","http://pt.wikipedia.org/wiki/Paweł_Stok","","","","","","""Patyk""","","","","","","Paweł Stok","Paweł Stanisław Stok",""
"","","http://pt.wikipedia.org/wiki/Andrea_Koch_Benvenuto","","","","","","","","","","","","Andrea Koch Benvenuto","Andrea Koch Benvenuto",""
"","","http://pt.wikipedia.org/wiki/Bo_Diddley","","","","","Ellas Otha Bates","","","","","","","Bo Diddley","Bo Didley",""
"","","http://pt.wikipedia.org/wiki/Bettina_Fulco","","","","","","","","","","","","Bettina Fulco","Bettina Fulco",""
"","","http://pt.wikipedia.org/wiki/Jim_Thorpe","","","","","","","","","","","","Jim Thorpe","Jim Thorpe",""
"","","http://pt.wikipedia.org/wiki/Oleksandr_Turtchynov","","","","","","","","","","","","Oleksandr Turtchynov","Oleksandr Turtchynov",""
